,user_id,postingFrequency,postingInterval,generalMoreFreq,generalWordCount,healthPostingFrequency,healthPostingInterval,healthMoreFreq,healthWordCount,mentionMethods,SWFrequency,SWPostingInterval,SWFreq,SWWordCount
16,26306.0,15.0,7.142857142857143,1.0,27.125,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
17,26433.0,87.0,9.255813953488373,1.0,6.986301369863014,0.0,0.0,0,0.0,0.0,3.0,610.5,0,84.54545454545455
18,26474.0,24.0,19.52173913043478,1.0,65.15384615384616,10.0,41.111111111111114,1,495.5,1.0,17.0,28.25,1,202.0
24,26545.0,21.0,45.65,0.0,27.548387096774192,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
25,26646.0,23.0,14.681818181818182,1.0,34.78846153846154,8.0,27.714285714285715,1,466.0,0.0,3.0,47.0,0,103.41176470588235
26,26683.0,18.0,35.1764705882353,1.0,70.8,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
27,26741.0,38.0,11.135135135135135,1.0,19.1,4.0,44.666666666666664,0,160.5,0.0,3.0,58.5,0,86.22222222222223
28,26849.0,15.0,77.71428571428571,0.0,214.46808510638297,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
29,26864.0,22.0,11.238095238095237,1.0,91.44444444444444,3.0,20.5,0,126.0909090909091,1.0,1.0,0.0,0,0.0
30,26915.0,24.0,38.130434782608695,1.0,39.396694214876035,3.0,27.0,0,615.0,1.0,1.0,0.0,0,0.0
31,27116.0,23.0,31.5,1.0,35.86666666666667,3.0,83.0,0,260.0,1.0,1.0,0.0,0,0.0
32,27149.0,167.0,5.710843373493976,1.0,30.857142857142858,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
33,27495.0,31.0,19.733333333333334,1.0,49.825,7.0,61.666666666666664,1,287.6666666666667,0.0,1.0,0.0,0,0.0
34,27553.0,21.0,61.3,1.0,42.93103448275862,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
35,27668.0,30.0,33.689655172413794,0.0,171.16,11.0,91.1,0,707.75,1.0,1.0,0.0,0,0.0
36,27877.0,29.0,35.67857142857143,0.0,35.2520325203252,3.0,40.0,0,663.5,0.0,1.0,0.0,0,0.0
37,18136.0,400.0,1.8847117794486214,0.0,22.23076923076923,26.0,24.04,1,131.30434782608697,0.0,3.0,99.0,0,69.66666666666667
38,18209.0,72.0,27.056338028169016,0.0,17.833333333333332,3.0,42.5,0,144.0,0.0,1.0,0.0,0,0.0
39,18262.0,14.0,10.461538461538462,0.0,36.8,3.0,42.5,0,266.0,0.0,1.0,0.0,0,0.0
40,18362.0,53.0,16.692307692307693,1.0,162.0,4.0,212.66666666666666,0,608.6,0.0,1.0,0.0,0,0.0
41,18482.0,12.0,27.636363636363637,0.0,48.35227272727273,3.0,252.5,0,64.66666666666667,0.0,1.0,0.0,0,0.0
42,18583.0,160.0,3.7169811320754715,1.0,257.6774193548387,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
43,18647.0,57.0,8.410714285714286,1.0,85.3076923076923,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
44,18752.0,37.0,11.222222222222221,1.0,20.0625,6.0,38.6,1,535.5,1.0,1.0,0.0,0,0.0
45,18787.0,56.0,19.181818181818183,1.0,15.922330097087379,5.0,128.75,1,302.0,0.0,1.0,0.0,0,0.0
46,18824.0,71.0,13.728571428571428,0.0,48.4375,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
47,18869.0,14.0,14.307692307692308,0.0,88.28070175438596,6.0,25.2,1,434.5,1.0,6.0,39.0,1,142.0
50,19021.0,67.0,14.166666666666666,1.0,43.303030303030305,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
51,19089.0,16.0,5.466666666666667,1.0,91.92307692307692,3.0,31.5,0,97.78260869565217,0.0,1.0,0.0,0,0.0
52,19113.0,23.0,48.95454545454545,1.0,63.23076923076923,0.0,0.0,0,0.0,1.0,1.0,0.0,0,140.0
53,19339.0,11.0,11.3,1.0,34.607142857142854,0.0,0.0,0,0.0,0.0,1.0,0.0,0,23.0
54,19347.0,46.0,1.288888888888889,0.0,13.142857142857142,3.0,32.5,0,227.53846153846155,0.0,3.0,8.0,0,87.6
55,19368.0,106.0,11.380952380952381,0.0,15.439024390243903,5.0,200.25,1,81.5,1.0,1.0,0.0,0,0.0
56,19409.0,108.0,14.018691588785046,1.0,22.346456692913385,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
57,19512.0,35.0,26.235294117647058,1.0,7.3,11.0,99.5,0,147.73333333333332,1.0,1.0,0.0,0,195.0
58,19832.0,13.0,87.08333333333333,1.0,77.84931506849315,0.0,0.0,0,0.0,1.0,1.0,0.0,0,277.0
59,19871.0,459.0,3.6222707423580784,0.0,101.36363636363636,12.0,101.36363636363636,1,528.0,0.0,1.0,0.0,0,263.0
60,19941.0,62.0,14.39344262295082,1.0,17.73469387755102,1.0,0.0,0,0.0,0.0,1.0,0.0,0,1.0
61,19955.0,11.0,49.3,1.0,235.45454545454547,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
62,19959.0,13.0,42.583333333333336,1.0,40.75,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
63,19994.0,61.0,35.45,0.0,16.97037037037037,5.0,55.5,1,75.25,1.0,1.0,0.0,0,0.0
64,34135.0,14.0,91.23076923076923,0.0,44.66883116883117,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
65,34169.0,29.0,26.785714285714285,1.0,23.194444444444443,5.0,208.5,1,224.5,1.0,3.0,337.0,0,62.6
66,34271.0,25.0,17.708333333333332,1.0,46.416666666666664,3.0,99.0,0,119.0,1.0,4.0,244.66666666666666,0,173.0
67,34375.0,221.0,7.445454545454545,1.0,104.515625,14.0,146.53846153846155,1,810.5,0.0,1.0,0.0,0,0.0
68,34533.0,79.0,22.73076923076923,0.0,84.72727272727273,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
69,34567.0,35.0,22.5,1.0,54.86363636363637,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
70,34677.0,126.0,3.392,1.0,189.38888888888889,44.0,11.023255813953488,1,495.5,0.0,1.0,0.0,0,283.0
71,34712.0,23.0,14.954545454545455,1.0,67.20833333333333,9.0,42.875,1,562.3333333333334,0.0,1.0,0.0,0,169.0
72,34960.0,31.0,23.633333333333333,1.0,60.7,3.0,65.5,0,599.0,0.0,1.0,0.0,0,218.0
73,35071.0,34.0,18.757575757575758,1.0,112.5,11.0,49.2,1,141.5,0.0,1.0,0.0,0,93.0
74,35089.0,21.0,10.5,1.0,41.07834101382488,3.0,27.5,0,171.71666666666667,0.0,4.0,44.666666666666664,0,54.5
75,35107.0,34.0,22.575757575757574,0.0,55.86206896551724,8.0,108.85714285714286,1,164.33333333333334,0.0,1.0,0.0,0,173.0
76,35398.0,61.0,15.116666666666667,1.0,216.0,0.0,0.0,0,0.0,1.0,3.0,72.5,0,92.25
77,35751.0,113.0,6.303571428571429,0.0,72.86666666666666,1.0,0.0,0,0.0,0.0,3.0,75.0,0,196.0
78,35819.0,25.0,13.708333333333334,0.0,34.103092783505154,3.0,41.0,0,328.6666666666667,0.0,1.0,0.0,0,0.0
79,35826.0,51.0,9.14,1.0,31.694444444444443,4.0,96.33333333333333,0,560.0,0.0,1.0,0.0,0,0.0
80,30049.0,36.0,21.6,1.0,16.697841726618705,3.0,54.5,0,408.3333333333333,1.0,1.0,0.0,0,106.0
81,30107.0,20.0,85.89473684210526,1.0,150.5,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
82,30316.0,405.0,3.136138613861386,0.0,99.76923076923077,126.0,6.256,1,392.0,1.0,19.0,43.333333333333336,1,211.66666666666666
91,30432.0,15.0,15.642857142857142,1.0,128.57142857142858,1.0,0.0,0,0.0,1.0,1.0,0.0,0,97.0
92,30566.0,257.0,4.6640625,0.0,117.21052631578948,20.0,61.10526315789474,1,100.33333333333333,1.0,1.0,0.0,0,0.0
93,30759.0,31.0,11.033333333333333,1.0,81.90697674418605,1.0,0.0,0,28.0,0.0,1.0,0.0,0,0.0
94,30945.0,16.0,3.8,1.0,151.62962962962962,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
95,30972.0,16.0,48.46666666666667,1.0,38.6551724137931,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
96,30974.0,36.0,22.914285714285715,0.0,40.17857142857143,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
97,31083.0,53.0,16.634615384615383,1.0,252.9375,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
98,31287.0,17.0,41.5,0.0,93.72463768115942,0.0,0.0,0,0.0,1.0,4.0,67.0,0,146.0
99,31300.0,18.0,6.529411764705882,0.0,49.94117647058823,1.0,0.0,0,0.0,0.0,1.0,0.0,0,62.0
100,31370.0,14.0,38.92307692307692,0.0,50.666666666666664,6.0,126.4,1,354.5,0.0,1.0,0.0,0,0.0
101,31691.0,86.0,14.376470588235295,1.0,80.1169102296451,13.0,100.66666666666667,1,163.8,0.0,1.0,0.0,0,0.0
102,31724.0,40.0,39.17948717948718,0.0,40.648148148148145,4.0,341.3333333333333,0,155.5,0.0,1.0,0.0,0,0.0
103,31839.0,50.0,27.224489795918366,0.0,128.41988950276243,3.0,183.5,0,136.33333333333334,1.0,1.0,0.0,0,0.0
104,24169.0,26.0,33.24,1.0,73.75,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
105,24226.0,299.0,4.063758389261745,1.0,14.538461538461538,19.0,64.38888888888889,0,364.0,1.0,1.0,0.0,0,0.0
106,24255.0,29.0,21.678571428571427,1.0,122.21739130434783,6.0,38.4,1,276.0,1.0,3.0,120.5,0,249.83333333333334
107,24836.0,17.0,34.4375,0.0,179.07692307692307,3.0,96.5,0,432.5,1.0,5.0,45.75,0,35.5
110,24839.0,116.0,7.173913043478261,0.0,10.6,3.0,100.5,0,616.25,0.0,1.0,0.0,0,0.0
111,25055.0,17.0,25.625,1.0,85.85365853658537,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
112,25368.0,73.0,17.708333333333332,1.0,83.9375,23.0,55.0,0,320.0,1.0,4.0,56.666666666666664,0,7.5
115,25479.0,22.0,38.23809523809524,1.0,225.80769230769232,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
116,25499.0,46.0,23.555555555555557,1.0,64.45,12.0,89.0909090909091,1,372.10526315789474,1.0,4.0,166.66666666666666,0,330.5
118,25502.0,17.0,83.5,0.0,67.62857142857143,1.0,0.0,0,0.0,0.0,3.0,80.5,0,95.52941176470588
119,25865.0,51.0,22.84,0.0,10.85135135135135,1.0,0.0,0,0.0,0.0,3.0,14.0,0,187.33333333333334
120,20019.0,14.0,3.3846153846153846,1.0,52.888888888888886,1.0,0.0,0,207.0,0.0,1.0,0.0,0,0.0
121,20127.0,19.0,15.444444444444445,1.0,163.92307692307693,4.0,86.66666666666667,0,410.8,0.0,1.0,0.0,0,125.0
122,20211.0,20.0,27.57894736842105,1.0,24.168,6.0,102.8,1,219.0,1.0,1.0,0.0,0,97.0
123,20386.0,65.0,18.34375,0.0,102.18796992481202,0.0,0.0,0,0.0,0.0,1.0,0.0,0,131.0
124,20406.0,22.0,36.714285714285715,1.0,83.23684210526316,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
125,20488.0,22.0,70.0,1.0,21.71698113207547,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
126,20503.0,63.0,29.080645161290324,0.0,26.137254901960784,9.0,132.875,0,453.0,1.0,1.0,0.0,0,0.0
127,20508.0,12.0,7.818181818181818,1.0,121.97058823529412,4.0,158.0,0,124.8,0.0,3.0,16.0,0,57.75
128,20747.0,30.0,32.37931034482759,1.0,31.88888888888889,0.0,0.0,0,0.0,0.0,1.0,0.0,0,25.0
129,20841.0,52.0,25.294117647058822,0.0,58.55769230769231,0.0,0.0,0,0.0,1.0,1.0,0.0,0,109.0
130,20908.0,36.0,59.68571428571428,1.0,68.29729729729729,32.0,55.806451612903224,1,785.6666666666666,1.0,9.0,116.5,1,43.5
137,21174.0,32.0,50.935483870967744,1.0,61.26923076923077,6.0,137.6,1,187.66666666666666,0.0,1.0,0.0,0,37.0
138,21291.0,41.0,26.05,1.0,64.48275862068965,1.0,0.0,0,0.0,0.0,1.0,0.0,0,149.0
139,21485.0,12.0,18.727272727272727,0.0,188.64102564102564,0.0,0.0,0,0.0,0.0,1.0,0.0,0,296.0
140,21773.0,152.0,5.251655629139073,1.0,201.1290322580645,6.0,120.8,1,255.0,0.0,3.0,481.0,0,72.0
141,21780.0,147.0,9.301369863013699,0.0,15.135593220338983,10.0,155.66666666666666,1,590.0,1.0,1.0,0.0,0,11.0
142,21808.0,22.0,30.142857142857142,1.0,71.65,1.0,0.0,0,0.0,0.0,1.0,0.0,0,80.0
143,21909.0,47.0,19.97826086956522,0.0,50.572463768115945,1.0,0.0,0,0.0,1.0,1.0,0.0,0,190.0
144,21999.0,86.0,4.341176470588235,0.0,49.25925925925926,4.0,69.0,0,351.42857142857144,1.0,3.0,237.5,0,170.0
145,28071.0,21.0,7.55,1.0,9.24390243902439,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
146,28252.0,18.0,22.529411764705884,1.0,185.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,366.0
147,28380.0,38.0,22.7027027027027,0.0,143.29166666666666,1.0,0.0,0,0.0,0.0,1.0,0.0,0,789.0
148,28703.0,24.0,32.21739130434783,0.0,35.05128205128205,1.0,0.0,0,0.0,1.0,4.0,38.333333333333336,0,168.66666666666666
149,28721.0,16.0,22.666666666666668,0.0,432.9,5.0,108.0,1,197.6,1.0,3.0,32.5,0,107.22222222222223
150,28983.0,49.0,26.854166666666668,1.0,160.79310344827587,1.0,0.0,0,0.0,1.0,1.0,0.0,0,194.0
151,29020.0,36.0,10.085714285714285,1.0,79.64923076923077,4.0,137.66666666666666,0,351.6,1.0,1.0,0.0,0,1138.0
152,29053.0,50.0,27.918367346938776,0.0,16.256410256410255,6.0,217.2,0,254.54545454545453,1.0,1.0,0.0,0,0.0
153,29216.0,15.0,39.0,1.0,21.333333333333332,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
154,29426.0,45.0,25.09090909090909,1.0,29.555555555555557,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
155,29434.0,17.0,38.375,1.0,41.78125,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
156,29478.0,19.0,28.61111111111111,1.0,102.85714285714286,5.0,33.5,1,130.0,1.0,1.0,0.0,0,345.0
157,29598.0,208.0,2.130434782608696,0.0,103.13513513513513,27.0,17.46153846153846,0,197.6,1.0,6.0,72.6,1,63.0
160,29627.0,11.0,42.5,1.0,125.57692307692308,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
161,29644.0,54.0,18.150943396226417,0.0,62.851851851851855,3.0,291.0,0,885.0,1.0,8.0,115.57142857142857,1,167.0
166,29648.0,31.0,27.366666666666667,1.0,79.86363636363636,1.0,0.0,0,126.0,0.0,1.0,0.0,0,0.0
167,32057.0,40.0,39.69230769230769,1.0,23.5,3.0,409.0,0,342.5,0.0,1.0,0.0,0,136.0
168,32063.0,69.0,25.926470588235293,0.0,208.0,8.0,278.42857142857144,0,27.5,0.0,1.0,0.0,0,4.0
169,32114.0,888.0,0.8759864712514093,0.0,72.6774193548387,3.0,270.5,0,311.25,1.0,23.0,24.0,0,138.0
171,32144.0,85.0,18.345238095238095,1.0,48.42307692307692,4.0,338.3333333333333,0,429.0,0.0,1.0,0.0,0,0.0
172,32225.0,39.0,10.763157894736842,0.0,56.61538461538461,0.0,0.0,0,0.0,1.0,1.0,0.0,0,179.0
173,32261.0,14.0,14.0,1.0,32.9622641509434,1.0,0.0,0,0.0,0.0,1.0,0.0,0,36.0
174,32267.0,39.0,47.5,1.0,80.34328358208955,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
175,32280.0,21.0,10.6,1.0,11.141509433962264,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
176,32463.0,12.0,5.636363636363637,1.0,3.5294117647058822,4.0,156.33333333333334,0,64.66666666666667,0.0,1.0,0.0,0,0.0
177,32599.0,25.0,22.25,0.0,155.1,5.0,61.75,1,638.8,0.0,4.0,6.0,0,239.0
178,32621.0,32.0,32.70967741935484,1.0,185.0,3.0,215.5,0,157.33333333333334,0.0,1.0,0.0,0,0.0
179,32625.0,101.0,7.99,0.0,106.23809523809524,23.0,25.545454545454547,0,242.5,1.0,1.0,0.0,0,0.0
180,32730.0,18.0,15.058823529411764,0.0,103.6923076923077,3.0,15.5,0,246.25,1.0,1.0,0.0,0,0.0
181,32775.0,27.0,11.346153846153847,1.0,157.88235294117646,5.0,15.75,1,185.0,0.0,1.0,0.0,0,32.0
182,32819.0,17.0,69.3125,1.0,20.392156862745097,0.0,0.0,0,0.0,0.0,1.0,0.0,0,40.0
183,32938.0,38.0,21.216216216216218,1.0,175.0,1.0,0.0,0,0.0,1.0,4.0,13.0,0,111.0
185,32960.0,18.0,36.588235294117645,1.0,22.823529411764707,1.0,0.0,0,0.0,1.0,1.0,0.0,0,294.0
186,33250.0,12.0,119.0,1.0,205.0909090909091,3.0,28.5,0,227.5,1.0,1.0,0.0,0,0.0
187,33301.0,94.0,4.505376344086022,1.0,128.6153846153846,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
188,33416.0,199.0,5.136363636363637,0.0,74.14814814814815,7.0,145.16666666666666,0,392.0,1.0,1.0,0.0,0,537.0
189,33604.0,16.0,11.933333333333334,1.0,81.30434782608695,1.0,0.0,0,228.0,1.0,1.0,0.0,0,71.0
190,33620.0,34.0,12.909090909090908,1.0,45.84615384615385,4.0,87.0,0,385.3333333333333,0.0,3.0,170.5,0,66.5
191,33687.0,19.0,11.11111111111111,1.0,33.44186046511628,7.0,34.666666666666664,0,160.0,0.0,4.0,165.0,0,157.6
192,33749.0,11.0,48.1,1.0,32.4,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
193,33917.0,14.0,90.23076923076923,1.0,153.41666666666666,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
194,33936.0,12.0,71.0,1.0,119.36363636363636,1.0,0.0,0,0.0,1.0,3.0,186.5,0,382.5
195,33973.0,18.0,13.0,1.0,41.490196078431374,0.0,0.0,0,0.0,0.0,1.0,0.0,0,60.0
196,33996.0,17.0,39.875,1.0,53.166666666666664,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
197,16035.0,91.0,12.977777777777778,1.0,84.3076923076923,3.0,250.0,0,811.5,1.0,1.0,0.0,0,0.0
198,16093.0,38.0,10.216216216216216,1.0,46.83216783216783,4.0,281.0,0,264.2,0.0,1.0,0.0,0,0.0
199,16175.0,21.0,7.55,1.0,84.2,7.0,82.66666666666667,0,471.5,0.0,6.0,74.0,1,369.0
200,16310.0,34.0,9.515151515151516,0.0,31.477777777777778,3.0,91.5,0,164.25,1.0,3.0,91.5,0,84.0
201,16392.0,42.0,28.121951219512194,1.0,82.10810810810811,1.0,0.0,0,0.0,1.0,4.0,217.33333333333334,0,408.0
202,16402.0,23.0,51.63636363636363,1.0,61.95,1.0,0.0,0,0.0,0.0,1.0,0.0,0,1235.0
203,16441.0,33.0,17.21875,0.0,68.9090909090909,6.0,137.4,1,1517.5,0.0,1.0,0.0,0,0.0
204,16609.0,41.0,15.85,0.0,45.63414634146341,1.0,0.0,0,165.0,0.0,1.0,0.0,0,0.0
205,16719.0,64.0,18.206349206349206,1.0,58.86363636363637,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
206,16723.0,71.0,14.185714285714285,0.0,80.875,3.0,14.5,0,188.25,1.0,1.0,0.0,0,0.0
207,16768.0,18.0,37.0,1.0,22.675,5.0,57.5,1,214.5,0.0,1.0,0.0,0,38.0
208,16807.0,22.0,32.285714285714285,1.0,42.38095238095238,3.0,4.0,0,394.08,0.0,1.0,0.0,0,168.0
209,16927.0,13.0,23.25,0.0,72.21428571428571,5.0,17.5,1,209.0,0.0,1.0,0.0,0,0.0
210,16955.0,16.0,41.733333333333334,1.0,121.76470588235294,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
211,17406.0,74.0,9.36986301369863,1.0,306.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
212,17468.0,19.0,11.722222222222221,1.0,72.75,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
213,17708.0,26.0,13.16,1.0,26.266666666666666,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
214,17946.0,34.0,12.727272727272727,1.0,15.684931506849315,3.0,57.0,0,224.0,0.0,1.0,0.0,0,0.0
215,8215.0,70.0,34.05797101449275,0.0,33.44444444444444,1.0,0.0,0,0.0,1.0,18.0,57.76470588235294,1,202.5
219,8454.0,18.0,47.0,1.0,22.76,3.0,216.0,0,148.0,1.0,1.0,0.0,0,0.0
220,8554.0,13.0,10.916666666666666,1.0,56.75757575757576,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
221,8588.0,480.0,2.4008350730688934,0.0,72.54135338345864,61.0,24.483333333333334,0,30.0,0.0,4.0,137.0,0,64.8
222,8622.0,55.0,2.3518518518518516,1.0,22.690140845070424,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
223,8720.0,182.0,10.558011049723756,1.0,158.23076923076923,4.0,97.33333333333333,0,481.8,1.0,1.0,0.0,0,0.0
224,8759.0,21.0,47.35,1.0,63.01923076923077,1.0,0.0,0,60.0,1.0,1.0,0.0,0,0.0
225,8821.0,40.0,47.23076923076923,1.0,21.818181818181817,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
226,8874.0,47.0,12.695652173913043,1.0,66.83647798742139,7.0,98.33333333333333,1,375.0,1.0,5.0,97.75,0,281.0
227,8907.0,14.0,71.0,1.0,27.535714285714285,4.0,150.0,0,78.8,0.0,1.0,0.0,0,0.0
228,8961.0,11.0,39.3,1.0,172.13888888888889,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
229,8967.0,42.0,28.414634146341463,1.0,100.67272727272727,4.0,49.0,0,420.5,0.0,1.0,0.0,0,0.0
230,9079.0,17.0,43.1875,0.0,37.18571428571428,1.0,0.0,0,0.0,1.0,5.0,29.75,0,211.33333333333334
231,9174.0,27.0,42.42307692307692,1.0,69.76923076923077,6.0,39.6,1,138.5,0.0,1.0,0.0,0,0.0
232,9212.0,21.0,5.0,0.0,6.166666666666667,1.0,0.0,0,0.0,0.0,1.0,0.0,0,165.0
233,9398.0,36.0,7.714285714285714,1.0,173.13333333333333,4.0,55.333333333333336,0,416.5,1.0,1.0,0.0,0,373.0
234,9583.0,297.0,1.875,0.0,70.31818181818181,0.0,0.0,0,0.0,0.0,1.0,0.0,0,149.0
235,9605.0,46.0,21.22222222222222,0.0,11.6,3.0,85.0,0,260.1,0.0,1.0,0.0,0,115.0
236,9658.0,14.0,38.84615384615385,1.0,27.822222222222223,1.0,0.0,0,0.0,0.0,1.0,0.0,0,145.0
237,9787.0,126.0,11.744,0.0,49.97142857142857,0.0,0.0,0,0.0,1.0,1.0,0.0,0,22.0
238,9945.0,134.0,8.06766917293233,1.0,76.88785046728972,11.0,70.8,1,575.1818181818181,0.0,1.0,0.0,0,298.0
239,50011.0,106.0,13.790476190476191,0.0,100.61764705882354,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
240,50028.0,77.0,34.88157894736842,1.0,60.25,3.0,124.0,0,160.0,1.0,1.0,0.0,0,0.0
241,50054.0,19.0,46.388888888888886,1.0,41.299126637554586,3.0,79.5,0,258.3333333333333,0.0,1.0,0.0,0,0.0
242,50096.0,80.0,7.2784810126582276,1.0,22.459016393442624,5.0,65.75,1,141.0,0.0,1.0,0.0,0,0.0
243,50144.0,14.0,65.07692307692308,1.0,34.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,558.0
244,50207.0,24.0,15.434782608695652,0.0,98.66666666666667,3.0,182.5,0,422.5,0.0,3.0,137.5,0,257.5
245,50293.0,86.0,17.847058823529412,0.0,83.51666666666667,0.0,0.0,0,0.0,0.0,1.0,0.0,0,29.0
246,50294.0,23.0,38.72727272727273,0.0,884.0769230769231,3.0,80.5,0,169.0,1.0,1.0,0.0,0,0.0
247,50386.0,53.0,11.711538461538462,1.0,103.33333333333333,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
248,50464.0,11.0,9.7,1.0,87.36842105263158,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
249,50477.0,48.0,6.085106382978723,0.0,11.625,15.0,10.642857142857142,0,726.7741935483871,0.0,1.0,0.0,0,74.0
250,50571.0,27.0,16.46153846153846,0.0,12.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
251,50602.0,44.0,34.86046511627907,1.0,29.904761904761905,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
252,50604.0,15.0,47.785714285714285,1.0,129.25806451612902,5.0,118.5,1,238.2,0.0,1.0,0.0,0,0.0
253,50624.0,12.0,10.181818181818182,1.0,113.63636363636364,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
254,50804.0,95.0,12.670212765957446,1.0,89.34482758620689,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
255,50830.0,169.0,7.309523809523809,0.0,37.68627450980392,7.0,151.66666666666666,1,122.4,0.0,1.0,0.0,0,0.0
256,50949.0,36.0,39.6,0.0,684.1714285714286,4.0,73.33333333333333,0,594.5555555555555,0.0,1.0,0.0,0,0.0
