,post_id,family_senti,partner_senti,self_senti
102,1rini6,0,0,0
103,24r0ra,0,0,0
104,2qijy3,0,0,-3
105,2x7ku0,2,0,0
106,2zbu5w,-1,-1,-1
107,1sewtn,0,0,0
108,tiipd,0,0,0
109,zw09o,0,0,0
110,2ucvgu,0,0,0
111,2x2ygb,0,0,0
112,2djwjj,0,0,0
113,2wppj2,0,0,0
114,11wogz,-2,0,0
115,tcihu,1,0,0
116,1fudql,-1,0,-1
117,1gpk69,0,0,1
118,1nrh5t,0,0,0
119,1tnzhj,-3,0,0
120,1vqaqs,0,0,-1
121,1vtt42,2,0,-2
122,1wuzv9,0,0,-2
123,282tk6,0,0,0
124,28bj25,0,0,0
125,28rryq,0,0,0
126,2g8mrv,0,0,-2
127,2pqwts,-3,0,-3
128,2u5jl1,0,0,0
129,2yvgox,0,0,0
130,30b4r4,2,0,0
131,30fys0,0,0,0
132,3551pr,0,0,0
133,3cr7ew,0,0,0
134,1r9yz3,-3,0,-2
135,2w19pe,0,0,-1
136,2v0xc6,-2,0,0
137,2som2q,-1,0,0
138,1m0o1x,0,0,0
139,iltuq,0,0,0
140,1an2xp,-2,0,0
141,31gg3h,0,0,0
142,35heoc,0,0,0
143,3hvdk5,0,0,0
144,2gi99m,-3,-2,0
145,1rfhrt,0,0,0
146,1f0xki,0,-3,-3
147,n819q,0,0,0
148,1fvrgy,-1,0,0
149,1uhikb,0,-2,0
150,rhmgp,2,0,-2
151,wzk45,1,-3,1
152,14hblp,1,0,-1
153,x6fdd,0,0,0
154,y7q09,-2,0,-3
155,zjix0,1,0,0
156,zowlf,0,0,0
157,21obr1,0,0,0
158,2uxadv,-2,0,0
159,lno7o,-2,0,-1
160,owl5i,0,0,0
161,s4kwr,0,0,-1
162,2kcsaw,0,1,1
163,1owa3i,-2,0,0
164,2aksq4,-2,0,0
165,2pyi6f,0,0,0
166,2gfayl,0,0,0
167,2glj07,0,0,0
168,2fsmof,0,0,0
169,2ie5c2,-1,0,0
170,1shg8q,0,2,-3
171,2jupaf,0,0,0
172,372bo9,0,0,0
173,2pgbi1,0,0,0
174,1qeaem,0,0,0
175,d09h8,0,0,0
176,m1nim,-1,0,0
177,39ldzb,0,0,0
178,3a74qp,0,0,0
179,376zeb,-1,0,-3
180,248ojj,0,0,0
181,e6akz,-2,0,0
182,e7bdu,0,0,0
183,e9qm3,-2,0,-3
184,gn7v3,1,0,1
185,gqiw6,0,0,-2
186,n3ntx,0,0,-1
187,n74c5,0,0,-2
188,1fihtb,0,0,-1
189,k56z6,-2,0,-1
190,1rjkpb,0,0,0
191,35z7ac,0,0,0
192,1i423p,0,0,0
193,2foyas,0,0,0
194,vox8a,-1,-1,-1
195,1cyvci,-1,0,0
196,1ffhzh,0,0,0
197,30q66h,0,-1,0
198,36u3v3,-2,0,0
199,16v23t,-1,0,-1
200,1kgmp4,0,0,0
201,2bttpq,0,0,0
202,1490wh,0,0,0
203,155rqd,0,0,0
204,17x44p,0,0,0
205,1ckar1,-1,0,-4
206,1du520,0,0,1
207,306n6j,0,0,0
208,16x9ia,-2,0,-1
209,2oy8l3,0,0,0
210,19dqvo,0,-4,0
211,3eqvnv,0,0,0
212,1rhc37,1,0,0
213,34pa0h,0,0,0
214,213a3c,-1,0,0
215,2neh2w,1,0,0
216,2rvw5n,-1,0,0
217,2x8oit,-1,0,-1
218,2xtg3u,-2,0,0
219,2p2y5w,0,0,0
220,11fv1q,1,0,-1
221,11yb1y,0,0,-3
222,1sc1ku,0,0,0
223,1sclje,1,0,-3
224,29i722,1,0,2
225,29ok69,0,0,0
226,2qrfnk,0,0,-1
227,30bgni,0,0,-1
228,1xcmx3,0,0,-1
229,2v60yj,-1,0,-2
230,1mf0y6,0,0,0
231,1mvg4b,0,0,0
232,1nf6so,0,0,0
233,1piugz,0,0,0
234,1w96o4,0,0,0
235,21klcq,0,0,0
236,22hvme,0,0,0
237,22wcts,0,0,0
238,25ikhi,0,0,0
239,2608rq,0,0,0
240,27o2ca,0,0,0
241,27rjak,0,0,0
242,28xd2l,2,0,2
243,2an24s,0,0,0
244,2b6zpm,0,0,0
245,2bkby9,0,0,0
246,2cepfk,0,0,0
247,2diejm,0,0,0
248,2f8m7r,0,0,0
249,2fma3d,0,0,0
250,2frr9c,0,0,0
251,2frz28,0,0,0
252,kwdqs,-1,-1,0
253,2h4kcq,1,0,0
254,1i9j5b,0,0,0
255,15rlf9,0,0,0
256,ng621,0,-2,0
257,2y3qum,0,0,-2
258,o0myp,0,0,0
259,oozqo,0,0,0
260,or6yx,0,0,0
261,1k4dte,-1,1,0
262,1lrq0z,0,0,1
263,2uzcln,0,0,0
264,2k967a,-1,0,0
265,1j2yay,-2,0,0
266,2yyb5i,-1,0,0
267,31shf8,0,0,0
268,33efcm,0,0,0
269,2prnsb,-1,0,-1
270,2w9ski,-3,0,0
271,38xrmv,0,0,0
272,2ielfo,-3,0,0
273,jvrrt,1,0,-1
274,294w5s,0,0,0
275,36jyb0,0,0,0
276,2tlbaa,-1,0,1
277,2wmr2w,-2,0,-2
278,3d7hcp,-2,0,-1
279,35tgi3,0,0,0
280,s3xk0,0,0,1
281,1awk5m,-2,0,-2
282,1qcy6q,-1,0,0
283,3g6zwd,0,0,0
284,19fp78,1,0,0
285,1eqrp3,0,0,-2
286,2agrzw,0,0,-2
287,pwcjm,-1,0,1
288,rcn4o,0,0,0
289,ton0d,0,0,-3
290,ufw14,0,0,-1
291,w9z77,-2,0,-1
292,1u1s8i,-2,0,0
293,26hcnd,0,0,0
294,yd5t6,0,0,0
295,1co0i9,0,0,-2
296,1uhg3e,0,0,0
297,1eb06k,1,0,0
298,1v692j,0,0,0
299,2lu2qf,0,-3,-2
300,1j1bb1,0,0,0
301,23s29r,0,0,0
302,28v8qn,0,0,0
303,1h5qkj,0,0,0
304,336rw0,-2,0,0
305,1u6b1e,0,0,0
306,1sewz1,0,0,0
307,33n9e0,1,0,-2
308,39mhgj,1,0,0
309,2l0ll7,0,0,0
310,7xck4,0,0,0
311,7xpty,0,0,0
312,8274k,0,0,0
313,840sn,0,0,0
314,855zh,0,0,0
315,85sxa,0,0,0
316,8cjkl,0,0,0
317,8ctg7,0,0,0
318,8gbu3,0,0,0
319,8nsgd,0,0,0
320,9ey9i,1,0,1
321,9oytz,0,0,0
322,akfmv,0,0,0
323,awjty,-3,0,0
324,b14yq,0,0,0
325,co9li,1,0,0
326,fko7c,0,0,0
327,1wqm9o,1,0,0
328,2w5194,0,0,0
329,r9774,-2,0,0
330,vrkxq,-2,-3,1
331,10wiyt,-2,0,-2
332,3d3lq5,1,0,0
333,i399l,1,-1,0
334,29ayjo,-1,-1,0
335,2yf719,0,0,0
336,1rjzfl,0,0,0
337,1zhtdj,0,0,0
338,2fos4f,0,0,0
339,2gx1ck,0,0,0
340,2xjd6k,0,0,0
341,185n0m,0,0,0
342,fh8rl,0,0,0
343,2d750p,0,0,0
344,2frglk,0,0,0
345,2n3n61,0,0,-3
346,2nloh1,0,0,0
347,24feox,0,0,0
348,3erkhs,0,0,0
349,284ep9,-1,0,0
350,27wgld,0,0,0
351,tv803,0,3,0
352,27g05c,0,0,0
353,1h3ztv,1,2,0
354,1koy7j,0,0,0
355,f1m4d,-1,0,0
356,dv295,0,0,0
357,2n7k28,-3,0,1
358,1g0pw9,-4,0,0
359,15eovw,-2,0,-3
360,w646m,0,0,-1
361,1bkq15,0,0,0
362,f7dv5,0,0,0
363,p6lp1,0,0,0
364,2l5g8z,-3,0,-1
365,1rgi25,-2,-2,-1
366,2lv5we,0,0,-2
367,2ltjm2,-2,-3,0
368,klmxv,0,0,0
369,1q23sg,0,0,0
370,2xims6,1,0,-2
371,1pv1mo,0,0,0
372,1gmxdv,0,0,0
373,2lg6kq,0,-2,-2
374,gm4uj,0,0,0
375,2vpopt,0,0,0
376,2ar4wd,0,0,-1
377,2bd87v,0,0,0
378,14j99o,0,-3,-1
379,1znwij,-1,0,-2
380,f4nul,0,0,0
381,8oi1j,0,0,0
382,ail5t,1,0,0
383,f1bce,2,0,1
384,kkhf8,2,0,-1
385,1dj39o,0,0,0
386,h3vh5,1,0,0
387,talaq,-1,0,0
388,13iwps,0,0,0
389,2nrlkt,0,0,0
390,2w7low,0,0,0
391,2we9vk,1,0,0
392,2z6s1g,-2,0,-1
393,2htxm8,0,-1,0
394,2a7b99,0,-1,0
395,2abdbn,0,-2,0
396,3er4js,1,0,0
397,2ltwgn,0,0,0
398,2gchkg,0,0,-1
399,1j6zuw,0,0,0
400,1m2uw3,0,0,0
401,7jtxk,0,0,0
402,7jtxt,0,0,0
403,7ju67,0,0,0
404,7jzd3,0,0,0
405,7k7ia,0,0,0
406,7p97h,0,0,0
407,7qxdd,0,0,0
408,7ul6j,0,0,0
409,7xf0i,0,0,0
410,7zttb,0,0,0
411,84lq9,0,0,0
412,8g20s,0,0,0
413,8j0u5,0,0,0
414,918lf,0,0,0
415,92as7,0,0,0
416,9f93n,0,0,0
417,sdnyn,0,0,0
418,1nt64p,-1,0,0
419,2rg4yx,-2,0,0
420,3dcgz3,-2,0,0
421,1aidz9,-3,0,-3
422,q42m1,0,0,0
423,vwgza,0,0,0
424,39hikd,-2,0,0
425,2wempn,0,0,0
426,2z7ccl,0,0,0
427,2w3s5x,-1,0,2
428,1q4h2c,0,0,0
429,1vi5e0,0,0,0
430,2h2i4f,0,0,-2
431,2ijnds,1,0,0
432,2qjqy1,0,0,-1
433,2yzfkx,-1,-2,-1
434,30ngss,0,0,0
435,j9kx3,0,0,0
436,2sbcx4,1,0,0
437,2sunwd,-2,-2,-1
438,1bek7o,0,0,0
439,1bn2hy,0,0,0
440,1wkdj7,-2,0,0
441,2odal3,0,0,0
442,2g9ss3,1,0,-2
443,36aqh9,0,0,0
444,3edsv3,1,0,0
445,sczav,0,0,0
446,350u11,0,0,0
447,36suic,-2,0,0
448,32chep,0,0,0
449,332e7f,0,0,-3
450,335i62,0,0,0
451,33mlgm,0,0,0
452,3ge5wz,1,0,-2
453,14yqyc,-2,0,0
454,32ewxg,0,0,0
455,2k9lr9,0,0,-3
456,2lq9b5,0,0,-2
457,2osq95,-1,-2,0
458,2l19xr,0,0,0
459,1ochx7,-1,0,-2
460,1od6gm,0,0,0
461,1p8qaq,2,0,1
462,2kflxn,0,0,0
463,2m50pw,-1,0,0
464,2xjceg,-2,0,0
465,pr1wm,-2,0,0
466,prs6m,-2,0,0
467,1cov5x,0,0,0
468,1i542k,0,0,0
469,1k76gr,0,0,0
470,1c6r0k,-1,-2,0
471,2erwl2,1,0,0
472,3g7142,-1,0,0
473,25hhzz,1,1,1
474,2s3huu,-4,0,0
475,26ws1t,0,0,0
476,38ovbm,-1,-1,-2
477,3ezj3y,-1,0,-1
478,2xfnad,0,0,-1
479,3cmmuw,0,0,0
480,32i0q5,-2,0,0
481,31cxml,0,0,0
482,12uhh2,1,0,0
483,1t3qze,0,0,0
484,1tfr8z,2,0,0
485,1ttf2o,2,0,-2
486,1tyw22,0,0,0
487,1ucesa,-1,0,0
488,1uf2ol,0,0,-2
489,1vjnnl,-1,0,0
490,1w2cwi,1,0,1
491,1wxb72,0,0,0
492,1y7nvu,-1,0,0
493,25oemn,0,0,0
494,1zxb0r,0,-1,0
495,1cwtr2,-2,0,1
496,1cwwmo,0,0,0
497,1cwxsl,0,0,0
498,1czeam,-2,-2,0
499,1d248i,0,0,0
500,1d267h,-3,0,0
501,1dbkkk,1,1,0
502,1f93jt,1,-2,0
503,1fbjgl,0,0,0
504,1ghwbc,0,-2,0
505,1gi1qf,-2,0,0
506,1huwds,1,0,0
507,1i9igm,1,0,0
508,1ibgr7,0,0,0
509,1idgyy,0,0,0
510,1jshjy,-2,-2,0
511,1kgzkb,0,1,0
512,3ayhwi,0,0,0
513,tcleo,0,0,0
514,1ybqde,-3,0,-1
515,2ezbv6,-2,0,0
516,2fc2ur,2,0,0
517,2ffdq4,0,0,0
518,2j2srq,-3,0,0
519,2k2gii,0,0,0
520,2qim6y,0,0,0
521,2vuqha,0,0,0
522,2vurrp,0,0,0
523,2vzqk9,0,0,0
524,2w1eaf,-1,0,-3
525,2w23w1,0,0,0
526,2weqp2,0,0,-1
527,2wun6d,-1,0,0
528,2xrh47,0,0,0
529,31ljyz,2,0,0
530,31ugoq,0,0,-1
531,3491td,0,0,0
532,3935ql,0,0,0
533,1ytkm1,0,0,-3
534,2p38ba,0,-2,0
535,1pl9t0,0,-2,0
536,18fj59,-1,0,0
537,21yo8l,-1,0,-1
538,2x7ije,0,0,0
539,3gnf0k,0,-1,0
540,1j1lbn,0,0,0
541,qskdm,1,0,0
542,2q1zhj,1,0,0
543,2je2gj,0,0,0
544,lxvkl,1,-1,-1
545,ev3nk,0,0,0
546,p8rvu,0,0,0
547,3eopof,0,0,0
548,2l2qo4,0,0,0
549,205ruu,0,0,0
550,20dc8t,0,0,0
551,20fk9i,0,0,0
552,1a6jac,0,0,0
553,1qo9my,0,-3,0
554,2q9why,0,0,0
555,2r0my8,0,0,0
556,2rmhig,0,0,-1
557,2tyew1,0,0,0
558,2y1y8o,0,0,0
559,1l6mty,1,0,0
560,1lyx7w,0,0,-1
561,1mhn73,0,0,0
562,1nac6i,0,0,-1
563,1nuet0,0,0,0
564,1on4mr,0,0,0
565,1rkhfy,0,0,0
566,1samek,0,0,0
567,1y8qrw,0,0,0
568,22ukyi,0,0,0
569,2417x5,0,0,0
570,2cvk1b,0,0,0
571,2hmb98,0,0,0
572,2j15i8,0,0,0
573,2no5i6,1,0,0
574,2tg3ao,1,0,-3
575,2x7i3p,-2,0,-2
576,356koh,-2,0,-1
577,p5xob,2,0,0
578,1vwkv3,-2,0,0
579,dn4zk,1,0,0
580,ujnl5,1,0,0
581,2oyc4z,0,0,-1
582,2o4chi,0,0,0
583,2v6p4z,0,0,0
584,1q8iez,-2,0,0
585,15zrrk,0,0,0
586,177j6z,0,0,0
587,ke88l,0,0,1
588,2injb4,-1,0,0
589,2s3if4,0,0,0
590,2l3y1m,0,0,0
591,3gfjrc,0,0,0
592,10lxul,-1,0,-3
593,2jqzr0,0,0,0
594,10izh0,1,0,0
595,10t4iz,-2,0,-2
596,20baqe,0,0,0
597,jtl3c,0,0,0
598,l04em,-3,0,0
599,ldqrc,0,0,0
600,lsvp2,0,0,0
601,lsyjw,0,0,0
602,qsg4l,0,0,-2
603,1peiqz,0,0,0
604,2u33ew,0,-1,0
605,13nhsu,0,0,0
606,148e5t,0,0,0
607,14kz60,0,0,0
608,14l2np,0,0,0
609,15x84a,0,0,-2
610,16ggvk,0,0,0
611,188g8a,0,0,0
612,19l8yf,0,0,0
613,1ba63u,0,0,-2
614,1dkivj,0,0,0
615,1fhsnk,-1,-4,0
616,1grl6b,0,0,0
617,vqdvj,0,0,0
618,38cccq,-3,0,-3
619,2ju7w3,-2,0,-1
620,20jilo,0,0,-1
621,2fypek,0,0,0
622,h17as,0,0,0
623,2oj9go,-2,0,-3
624,dtu79,0,0,0
625,1k3k6l,-2,0,0
626,37lp1q,0,0,-3
627,36kbaz,-3,0,-1
628,1fn94m,1,-1,0
629,1heyup,-2,0,0
630,muyp8,0,0,-3
631,mzyvd,0,0,0
632,pgscx,1,0,0
633,jwea1,1,1,0
634,ked65,0,0,0
635,m769p,1,-3,0
636,nc14b,0,0,0
637,38zfvu,0,0,0
638,394464,0,0,0
639,me7uv,0,0,-1
640,ab826,0,0,0
641,368vyf,0,-1,-1
642,2r6lu8,-1,0,0
643,2zsmn5,-1,-3,-1
644,25idv3,-1,-1,-2
645,2httlq,0,0,0
646,1esmut,-1,0,0
647,13wxrk,-2,0,0
648,2otwcg,-1,-3,0
649,2q57ob,0,0,0
650,2txo0d,0,0,0
651,3d1wax,0,0,0
652,1vl71l,-1,0,0
653,2buump,0,0,0
654,353xwd,0,0,0
655,m5lg8,0,0,0
656,qdwby,0,0,0
657,s9036,1,0,0
658,sjxuw,0,0,0
659,mlct3,2,0,-3
660,ejevb,1,0,0
661,yh7mp,-2,0,0
662,2s6hvc,0,0,0
663,26let6,-3,0,-3
664,232rnu,0,0,0
665,ctwr0,-2,0,0
666,2tfzaf,1,0,1
667,l7y4d,1,0,0
668,lh6ik,-1,0,0
669,m3avf,0,0,0
670,dheyn,-2,0,-2
671,drkpi,0,0,-2
672,3boj8h,0,1,2
673,2vt856,0,0,0
674,30d02o,-1,0,-1
675,3fbw79,0,0,0
676,mrtam,0,0,0
677,1tghpo,0,0,0
678,19octo,-2,0,0
679,2cpqn7,-1,0,0
680,1wv4rz,0,0,0
681,2gdk12,0,0,-1
682,112rml,0,0,0
683,12dux0,0,0,-1
684,17hea3,-2,0,-2
685,1e2h7t,-2,-1,1
686,1e5iiv,0,0,0
687,23zkw7,0,0,0
688,35s78v,0,0,0
689,1mvxdu,0,0,0
690,15xsze,-1,0,-1
691,26dn67,2,0,1
692,272l7k,0,0,-1
693,29prf9,1,-2,-2
694,2ah4tx,0,0,-1
695,2aua67,0,0,-3
696,203lfp,1,0,0
697,26dw68,-2,0,0
698,2qnzc6,0,0,0
699,2wjjrg,0,-1,0
700,2cxfvp,0,-2,-3
701,1f6oli,0,0,0
702,3408b5,0,0,0
703,1tibh5,-1,0,-1
704,1wc52l,0,0,0
705,2xn0wu,0,0,0
706,33wnhh,0,0,0
707,foqof,0,0,0
708,n5va0,1,1,-1
709,q9oog,0,-2,0
710,tdxge,0,0,-4
711,2tn421,1,0,0
712,2vvxdf,0,0,1
713,3g0a4i,0,0,0
714,310d4h,-3,0,0
715,2mfldq,1,0,0
716,20vl2e,-1,0,0
717,1lbdm0,-2,0,1
718,orj1f,-1,0,0
719,2r6y3d,1,0,0
720,37f6jp,0,0,0
721,2dp9e5,-2,0,0
722,2ebyzl,0,0,0
723,1ldna4,0,0,0
724,1lgkot,0,0,0
725,1lm4kq,0,0,0
726,1m946q,0,0,0
727,1mqi8g,0,0,0
728,2jcwy9,0,-2,0
729,1c0smo,1,0,-3
730,1our96,0,0,0
731,250jey,-3,0,-2
732,1zxn39,0,0,0
733,127snx,0,0,0
734,3geyls,0,0,0
735,2985q5,-2,0,0
736,wo0s8,-1,0,-2
737,pxpri,0,0,0
738,quvza,0,0,0
739,19u61m,0,0,0
740,26kx88,1,0,-3
741,13f8le,0,-3,0
742,1j4te9,-1,-1,0
743,1fmadg,-1,-1,-3
744,26mohc,0,0,0
745,2ate1h,1,0,0
746,14jg9p,0,0,0
747,34hgr4,0,0,0
748,34jn8k,0,0,0
749,34mk4h,0,0,0
750,34qm44,0,0,0
751,34ufin,1,-2,2
752,356u91,0,0,0
753,35awf7,0,0,0
754,35qj6m,0,0,1
755,35y8ez,0,0,0
756,35zxqf,0,0,0
757,363jqe,0,0,0
758,368fy9,0,0,0
759,36i0ar,-2,0,0
760,36rx4l,0,0,0
761,36zlk6,0,0,0
762,377jvw,0,0,0
763,37d5jf,0,0,2
764,37ygo5,-1,0,0
765,38hadm,0,0,2
766,38px0z,0,1,0
767,38tu6x,0,0,0
768,39q8rt,1,0,0
769,3abtzb,0,0,0
770,3azxfs,-2,0,0
771,9yng4,-2,0,0
772,9yqc4,0,0,0
773,9z87z,1,0,0
774,9z8fo,0,0,0
775,a2jp8,-1,0,0
776,a5u07,0,0,0
777,aajng,0,0,0
778,addqp,0,0,0
779,2dj9mo,0,0,0
780,2lwyao,1,2,0
781,2ty3kj,0,-2,-1
782,36cowc,0,0,0
783,36ysbb,2,0,0
784,1qcvcz,-2,0,0
785,grdw4,0,0,0
786,27d1zo,0,0,0
787,2adbjt,0,0,0
788,1k4dhc,-2,0,0
789,1rz8o1,-2,0,-2
790,1tb70y,-2,-2,0
791,tjh6s,0,0,0
792,1hr1wt,0,0,0
793,3bi1uy,0,0,0
794,tpbgc,0,0,0
795,2rqjv7,0,0,0
796,2ymfsm,0,0,0
797,1yuqgk,0,1,0
798,1d6lwx,-2,0,0
799,2aazmz,0,0,0
800,1qdygm,0,0,0
801,2jcbol,0,2,0
802,w8eoc,-1,0,0
803,zd9cc,-2,0,0
804,269u7u,0,0,0
805,2qoave,0,0,0
806,17zp14,-3,0,-2
807,1vkefy,0,0,1
808,1wgbnz,-1,0,-1
809,281sji,-2,0,-1
810,2e62jl,0,-1,-4
811,1itrdl,1,0,-2
812,2zjpz4,-1,0,0
813,322mqt,0,0,0
814,2d4ggs,-2,0,-1
815,16ur3e,0,0,0
816,1t49xu,-2,0,0
817,288r7a,0,0,0
818,1666o2,0,0,0
819,351uzo,1,0,0
820,3106mv,-1,-1,0
821,1cq1ok,0,0,0
822,tcejw,2,0,0
823,nrfet,0,0,0
824,nu632,0,0,0
825,22ie72,1,0,0
826,mf8qb,0,0,0
827,2jl8ps,-1,0,0
828,2052xq,-3,0,0
829,q7fwq,0,0,0
830,pwt3w,-3,0,-3
831,w7cxq,0,0,0
832,wa05x,-1,0,0
833,wyaxx,0,0,0
834,x3qkb,0,0,-2
835,xjbtq,0,0,0
836,xlh40,0,0,0
837,xz3yp,0,0,0
838,yl6wp,0,0,0
839,16bl8t,0,0,0
840,183isl,0,0,0
841,1968jg,0,0,0
842,2q91k8,0,-2,0
843,14s28n,-1,-2,-2
844,3afugl,0,0,0
845,v6f1k,-1,0,0
846,2ftntr,0,0,0
847,33jnij,-2,0,0
848,3b5qkr,-2,0,0
849,1je30e,0,0,2
850,2jk1wr,0,0,0
851,28mtkx,0,0,0
852,t1e1s,0,0,0
853,wbndj,0,0,-3
854,19p4d4,-1,-3,0
855,12fh2n,0,0,0
856,1jvmhl,0,0,-1
857,237tl2,1,0,-2
858,23n3us,0,0,0
859,lw5cm,0,0,0
860,115zni,1,0,0
861,2jkrea,-2,-1,-3
862,2kx7fz,0,0,0
863,2zwh9t,-1,0,0
864,34ospl,-2,0,-1
865,38iqi2,0,0,-2
866,3awna3,-2,1,0
867,2ppk7o,-1,0,0
868,xddwu,0,0,0
869,1vhnfc,0,0,0
870,ppx3s,-2,0,-3
871,ppysb,0,0,0
872,pr6rr,0,0,0
873,uox68,-1,0,-1
874,utto1,-2,-1,0
875,11hy6y,1,0,0
876,14kc40,1,0,0
877,165tnv,1,0,-2
878,17ead3,-2,0,0
879,3habyy,1,0,0
880,1wpiq7,2,0,0
881,29183l,-1,0,-1
882,sgjd2,0,0,0
883,tnejm,0,0,0
884,2nqcdz,0,0,0
885,2rxynz,0,0,0
886,1ra7o5,0,0,0
887,2uvahp,0,0,0
888,1pxdfw,-1,0,1
889,2z9uxg,0,0,0
890,2ymq67,0,0,0
891,2y8gli,1,2,0
892,sqwmy,0,-1,0
893,t9tr2,0,0,0
894,tdiv7,0,0,0
895,te19u,0,0,0
896,tp8aa,0,0,0
897,yg13v,-2,0,-1
898,1af4mb,0,0,0
899,13x6z4,0,0,0
900,2b436z,0,0,0
901,2fv4op,-1,0,-3
902,w470l,0,0,0
903,wh67t,0,0,0
904,1mxyyd,0,0,0
905,1nalmp,0,0,0
906,1s3jgn,0,0,0
907,1vua4o,0,0,0
908,2493gt,0,0,0
909,38wu4r,-3,0,-3
910,18nk2o,-2,0,0
911,2ecfzf,-3,0,-3
912,e17tj,-1,0,0
913,efbwd,-1,0,0
914,2y6qqd,0,0,0
915,1j0dsf,-2,0,0
916,17xg59,-2,0,0
917,3hq7g9,-2,0,0
918,1lpbwg,-3,0,-1
