,Unnamed: 0,Unnamed: 0_x,user_id,postingFrequency,postingInterval,generalMoreFreq,generalWordCount,healthPostingFrequency,healthPostingInterval,healthMoreFreq,healthWordCount,mentionMethods,raw_label,Psy_burden,Psy_lonely,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Unnamed: 0_y,NN,NNS,JJR,MD,NNP,NNPS,PDT,POS,PRP,PRP$,VB,VBD,VBG,VBN,VBZ
adverb,-0.016032016667081733,-0.013860847632092266,0.012745584467395455,-0.0637438942210171,-0.05878076709976321,0.06063807580489662,0.053438068751735346,-0.0012738880188715336,0.005237090998692432,-0.03324833945317837,0.014615900539116874,-0.01613113342618371,-0.022798456359105594,-0.04478135727333498,0.013087993741334809,-0.047182719107770235,-0.35669226283621164,-0.09585278215044736,0.19606037150292502,-0.017225438237353046,-0.043511790069323514,0.009447060035545357,0.31339158942389245,0.40748112111669477,0.14915012138070077,0.06150928290295088,0.1121987593029204,-0.050855268965288775,0.0008117014450536551,-0.050342701131675514,-0.033719705944208644,0.16968168435205164,-0.12261745154130904,-0.03607436699124978,0.21883854535938357,1.0,0.1617635736638038,0.09159431966550635,0.24480644939125096,-0.04375961058145102,-0.0004363914909770525,0.21204475172458256,0.0025237440681234883,0.0924466181934561,-0.005624971415385366,-0.032458434900122776,0.01831485197666588,-0.024730270758179643,0.023654034679468597,0.027383275068428616,-0.06228669849077464,-0.016667104568919615,-0.03746895959200847,-0.07753248726976968,0.015582568226224058,0.17848947045651695,0.06703499455502578,0.15864504605901814,-0.09251730201907499,0.08327968540290223,0.19326496553284447,0.14858781956839626,-0.05020950222863459,-0.10231820323528681,0.07446331490568622,-0.019320468179883147,-0.017931512516969946,-0.026451061547513376,-0.050656359571142846,0.03882643089241475,-0.005594171769047813,-0.09839924683066487,-0.09872993045865852,-0.10556756375143728,-0.16432339948824545,-0.0057897233319899,0.0066652145104463675,-0.03323692356163209,0.23286291240664508,0.10890552260605126,0.0969128086904324,0.04048318118104358,0.013746285738575885,0.16989145420222,-0.0642024973101363,-0.01966155237108708,-0.02036415065549164,-0.031349763179877574,-0.015669438657664722,0.10952588198389546,0.2406841611542979,0.058117160964125385,0.15773564210431626,0.08586208400267648,0.24091381993414537,0.29105174671351164,-0.0037653854179221834,0.06100752937013776,0.03111411214346905,0.28405524115339925,0.04931523522028879,0.15632516762378576,0.07634307346825837,0.008680640064696692,0.039683105161306784,0.08177687853004803,0.06627518136499028,-0.09295585684040072,0.012508780551309738,-0.34031700712959045,0.017857062380176942,0.024168454047779498,-0.01725335377257135,0.05303175345604737,0.007327169169222559,0.012462640272954578,-0.06217431899420527,0.10535061121442718,0.04874807382511119,0.10562130202307289,-0.05727388815669535,0.045542506605993786,-0.07668274026963981,0.19959810893259933
conj,-0.010899483108549317,-0.012372352432778285,0.043795575482323906,-0.028811458404846554,-0.09165460454547882,0.031991927364029046,0.043789988984898186,0.03322921654993244,0.013729988401107852,0.07557927778312501,0.07908967718996272,-0.012141703605613176,0.007984650298686616,0.05183772452818211,-0.011476970080517132,0.1389658368746812,-0.1959269316874467,-0.030206737785416958,0.16482448301774028,-0.042216677294996535,0.16503436683225392,0.15045271945777564,0.4000829275231807,0.38279230400839503,0.1314043791892012,0.17706985570991363,0.11371501966014232,0.06207073958062969,0.04088917918455291,0.03184390159095783,0.0912881522258795,-0.04413795465901005,0.08449873959876437,0.15854134981317267,0.0638359503686526,0.1617635736638038,1.0,0.09653100628959219,0.19315571954114233,0.15553127197079267,0.04070550472378895,0.17378156785615703,0.03166771647595611,0.020630480680544953,0.09152604084116081,-0.0029169247782968935,0.12151426734886213,0.1686342138503464,0.06327341523322041,0.10281814937391091,0.022296567332631138,0.12274878089946993,-0.10951583994724826,0.08086614459614618,-0.027614818946416146,0.34223887039687034,0.18229723974336925,0.2118732341147024,0.15742652121023656,0.20763221160235393,-0.015674353760580365,0.402543665693833,0.07677168026298352,0.03175207208072829,0.13871487290520113,0.00041769103337765956,0.08268884739996096,0.05581194281811888,0.06241480111978963,0.0022285114912647015,0.00022051863541092175,0.003359640425157267,0.017765980575859798,0.02302258770016089,-0.01096008404465379,-0.07204765430249896,0.08518515997011421,-0.01624517215332091,0.10926568694946814,0.17525925646433152,0.0977716615133514,0.09796350377226329,0.05220735326688211,0.1196848018810408,0.07880523248150688,0.055071665466996676,0.10144426704755288,0.03378712739868301,0.005251305845270975,0.12821716467723981,0.06859292718363648,0.004388794959001652,0.11626840505079829,-0.011064696188553345,0.004352330178425436,0.045842853653056174,-0.23478169415823996,-0.05113452116084674,0.04272196611689757,-0.11482741444435762,-0.0454745769193956,-0.02761567288271483,-0.004894546453850998,-0.04871806681363069,0.06371751029849385,0.1113164530836216,-0.07168659082780947,-0.24084038643340905,0.04450992712099112,-0.39153341496669464,0.08078159631737522,0.051560889964597956,0.08939774875671846,-0.015290998118082858,0.06012393762075447,-0.10256555271623978,0.02273955344186489,0.15851717838787138,0.10524143522390457,0.08417903894339836,0.010578785995758566,0.13225792514384052,0.03422106088113437,-0.014751041367882826
negate,0.02598930795689071,0.026361053834667872,-0.011687645078908503,-0.031795445857052095,-0.09244324616952396,0.022871379022081847,-0.03423659527555727,-0.01391787319056942,-0.015424895530785318,0.03859659601565885,0.021664771871210946,-0.04371127868753749,0.18757487145641566,0.02327047934691388,0.06474261378754669,-0.04831062462740179,-0.3609927175375495,-0.34189364682685464,0.24967481601560146,-0.07927584509842789,-0.059306612724173674,0.01394060270783714,0.2961117533998628,0.32214914567476965,0.24406425982448515,0.21726459919565896,0.2927511427201263,-0.04699195983431323,-0.04317784247092558,-0.04971141377333697,-0.0770042445563565,0.09317474049250939,-0.07455018289972423,-0.03327182635773092,0.3052432698034924,0.09159431966550635,0.09653100628959219,1.0,0.392791179871458,-0.02368270859796793,0.036599036097282586,0.01413057602212909,0.1358462652271544,0.0230888548450503,0.1310819182341225,0.008529781414532553,0.16425855635548903,0.03740511459954125,0.07675690719247401,0.26471677306662245,-0.13928719106185292,0.030717058299451358,-0.013925059431382551,-0.0381410253942622,-0.026324388639281864,0.3550559084190558,0.05794110135356048,0.13504552284129218,0.027156970247827254,0.03365935648621192,0.24674839023561487,0.4531199595321301,-0.0034322190004160845,-0.01956018766001459,-0.048579121074413104,0.05950271489017776,0.04164574715170476,-0.00831090405761415,0.004071480417372455,0.09727968221260419,0.026086433459744346,0.09408730275256177,-0.052676421538656454,0.18889165744290912,0.04947513992130855,0.14769337171856042,0.022176197434192732,-0.07776820558006531,0.44662487822695474,0.05286797187086605,-0.00840196859387321,0.11457275732233642,-0.07496690048829996,0.03783409184442151,0.09192210153074622,0.004143330389392273,0.12352970920690154,0.09271369285102786,-0.06311506899795875,-0.042945185598821545,0.03257709380687156,0.04537983655920012,0.018054173734932125,-0.07178261952777887,0.02731297085582612,0.0012768741643631556,-0.03158945043449592,0.1920281026320582,0.13862101329470028,-0.07109269610446081,-0.01072803363169118,-0.14524122125467104,-0.07185707663145591,-0.05724819448139207,-0.07914651826231246,0.44944781507912673,-0.10605431156604996,-0.17510129686369524,-0.011582832092721061,-0.2816785543748308,-0.1461505575261947,0.050717364948838606,0.3230371824827793,-0.03790163959514734,0.018110878551593157,0.010392612387091858,-0.07342299265410403,0.2639589542366388,-0.09731175079491788,0.26610928450477106,-0.173695002332227,0.022866046399071173,0.0020817344828810125,0.07965597803459612
verb,0.010926406150482796,0.011813118807049371,0.03122083865699647,-0.08468080920732936,-0.030938958227875197,0.07151375593513744,-0.041287595042249846,-0.0026570072394162462,-0.031415252579458666,-0.02580760242556755,-0.0538079861538752,-0.07899480340029436,0.06450883731140117,0.015119066102194368,-0.000732077675320974,-0.0679637820667776,-0.45722859820268824,-0.09279211303264595,0.20877104239889588,0.061823808305822486,-0.05502464613887803,0.07199088608400993,0.6386858377773758,0.6970384152229646,0.5787252860091746,0.4438922879259529,0.3203684428147758,0.02409250356544679,0.0856765796449634,0.12461646038205704,-0.002458698186345248,0.33449328260784883,-0.03232870515607338,0.154223793371985,0.7628257427162533,0.24480644939125096,0.19315571954114233,0.392791179871458,1.0,0.04282572214065155,0.13837478572330641,0.22625418669003933,0.02316864419999717,0.03146455281212945,0.10562266645177172,0.04901122684093804,0.10036355660482672,0.018351563328013715,0.11688202351358964,0.045631272195312586,0.04145010548275562,0.04558483694788877,-0.14666290894015044,0.05736274102529185,0.10169284015360039,0.4083494031704271,0.27046688135732505,0.15167171872037893,0.24776573710965202,0.1278523898833936,0.14967378196894324,0.262505583975317,0.10286977006154555,0.032221619635998365,0.07497645829486106,0.04597218168700829,0.1251075457296404,0.0302385022486804,0.09884880519710385,0.13444741549774225,0.061262672386762355,0.007599145732840794,-0.1320385839197284,0.0746611744259934,-0.09377961086648835,0.16303141933313645,0.08010151149756305,0.14387954624211277,0.7039889618617141,0.21622268991364904,0.12760702332957327,0.24950235401222073,0.031765207545795135,0.1260541316231708,-0.07868278595291607,-0.037843540171423294,0.0606088256019878,-0.027062408397237434,0.02573501851423526,0.08169369152090766,0.13754559142603404,0.16316665427935523,0.0377488132064811,0.043157849933236785,-0.04922396551803744,0.011444603570302454,-0.1441300613685019,0.18797515228676756,0.0936647524540772,0.03716300999667153,0.014179946733996793,0.06861153322424661,-0.007868280893005833,-0.10897774710543291,-0.019321818000092625,0.4834430581924435,-0.07221986477153287,-0.32281603977496637,0.029989136861486774,-0.641220691696273,-0.03626472001370783,0.03523121363895166,0.23931754733847935,0.00818502929026749,0.03239834693119857,-0.03844681121403315,-0.06912943340079175,0.4987288042613135,0.013115116023820901,0.36618054274654904,0.020240729354297278,0.28543331698614155,0.19981569134248323,0.24856085685889606
adj,-0.08324649731426727,-0.08541090792198074,0.05388022398354471,-0.030763211115335524,0.014242033104132358,0.002614845304713873,-0.05014709903728881,0.0167035872733279,0.04731124462652724,0.05838845473103823,0.07544099934162868,-0.01898741745608233,0.0818291102486569,-0.009107181865116257,-0.015301465079324209,0.051575311776441604,0.18142001840700467,-0.0655963780536683,0.20147362494648427,0.016616527341945724,-0.029310224478450747,0.1285555929870212,0.27218947820109,0.12781166771206195,-0.009551579519133378,-0.022368885654472186,0.03842194651815799,0.0636602530636553,-0.05525619847611305,-0.07408953508812206,0.028404881411033207,0.019595716217071332,0.23230623949327173,0.2695953966885427,-0.040512999277985524,-0.04375961058145102,0.15553127197079267,-0.02368270859796793,0.04282572214065155,1.0,0.5958189023154824,-0.14232101596495825,0.0873422918399628,0.12394669690154972,0.26659967532385254,0.20779369099924266,0.1512262767519935,0.056204545295617823,0.0667541578179669,0.0689753240294967,-0.08300373248795365,-0.005546757837968506,-0.013732150289385398,-0.025258287094233063,-0.047957397195289825,0.10721751753082875,0.05911549808788562,0.053476511026598054,-0.023443191633633585,0.0095498121545175,0.04503204475232135,0.11098282219662417,0.01948767379598057,-0.038784403688122165,-0.02100181549930909,0.04589233403639199,0.09698820086389337,0.08237931187127288,0.08395101017545485,0.03916860723707954,-0.040781178555771354,0.19816224327608623,-0.029094022797803525,0.1308611300529078,0.139831802686068,0.2559825657653823,0.16733822103212326,0.07150245385247019,-0.02669115653215674,0.028133907359228463,0.27488243836775356,0.16537176690798294,0.15901077610597641,0.2622458370949056,0.06732683448815599,-0.0439259590705219,-0.014292206195451587,0.03028923956512492,-0.12090302310237978,0.07637346401962444,-0.08599123377027533,-0.021093987746667365,0.004706749689216716,-0.050891932225196196,0.010256250412410944,-0.06741482561629297,-0.13906687323056144,0.009250999480683334,0.1064209442882642,-0.053246442921355705,-0.003713466133271075,-0.13507844422795767,0.049867468029554024,0.01480569231519295,0.027488681054938947,0.08210365509999022,-0.05950570694566629,-0.16719790363879466,0.055999878812405555,-0.2898892162312615,0.14990571692909566,0.28525006914840434,-0.017234346566249947,0.014139885624592658,0.012175558799692123,0.04110803394316975,0.1179049634141777,0.029650047226510257,-0.00623326450265313,-0.07562445619230712,0.11381066589943925,0.03950280647556145,-0.023881404067416668,-0.029151041756624477
compare,-0.047802899824822116,-0.0485767728348333,0.043177387304400315,-0.032892283521271784,-0.001512460404547651,0.03570167552832771,-0.044189514093860224,-0.010627822623494185,0.045914188058071854,0.01610388464984045,0.04978949891843473,-0.02642381747119109,0.06364984733360396,-0.002277374880064771,-0.06426339675765246,0.019264755587318456,0.06140099854379478,-0.042200897459491064,0.10325343859955977,0.0830724082034518,-0.02980164447933791,0.008082537417457292,0.21422913613070832,0.17442446673743542,0.09256333780694344,0.011969090735479106,0.008452617937320593,0.01836828972424184,-0.05342985743839028,0.025240442977676022,0.013912224170859992,0.14772836452907465,0.15062153717025206,0.2541417019663956,0.06202426348135628,-0.0004363914909770525,0.04070550472378895,0.036599036097282586,0.13837478572330641,0.5958189023154824,1.0,-0.07969838066034787,0.025842477487045323,0.12124410340529909,0.08337581547999035,0.16957615969494638,-0.03802074276069496,-0.043455327611290645,-0.055946753380880086,-0.04483418122986439,-0.01369217973505002,0.03383659039144157,0.030439770162663502,0.05974200388173895,0.028300615700524175,0.229387140401235,0.21959522346406538,0.06801083667625345,0.017425386763805447,0.07808057009265956,0.030128620878885907,0.11623035056225875,0.11921847394711928,-0.061644290885277134,-0.05496211363526297,0.2354115389983512,-0.0807523997530945,-0.0020813253905311883,-0.05813348731857237,-0.08556613425931178,-0.038167810176225975,0.14713727342957844,-0.023796175727609288,0.1612551667725092,0.10898135715995672,0.3404895202649964,0.13629515993615024,0.11702100277635782,0.03487691178757673,-0.0930599688584586,0.11374697879600694,0.08627368918538571,0.03719381306602045,0.12466856124457008,-0.07076852357318976,-0.024452067321220277,-0.01733057727853559,-0.03160059282413967,-0.061702210913690346,-0.008090788328547828,-0.06178139068876488,-0.07989968012772905,0.08674850088563514,-0.043505409366159195,0.11462540736876277,-0.03180846866438605,-0.09922031166602191,-0.037196124606146616,0.0955402233321176,-0.0009001651006879618,-0.04796486945644661,-0.1081419578149623,0.1460427907420973,-0.015119389090295704,0.027381936075363416,0.09303049806891914,-0.04666551440991426,-0.11665078692979236,0.042328098978835015,-0.22160090558837814,0.09465078537491639,0.4043197628420291,-0.027210755084107745,-0.0376357052815614,0.060297305683110425,-0.013045756736189597,0.02722706847904511,0.06709801673092398,0.020677141187380156,-0.10892663853164777,0.1402909399227054,0.0996694689699841,-0.024822913427738413,0.10434364677849266
interrog,0.0063297558751334694,0.0065681363718669864,-0.07755758364514598,-0.07540690816661044,0.0345848864953889,0.01002553588818913,-0.028016414378779202,-0.043788349080656305,-0.01836361272191777,-0.004583716217391227,-0.007348139384102787,0.004236291114051929,-0.1166462038643265,-0.01499107024000508,-0.03817131716305501,-0.014268341465587983,-0.18713413793407932,0.10305390229171535,0.0032229573050111667,0.010480094083982176,0.01026176928905644,0.002112462303466811,0.19632209835098194,0.23826632396862957,0.21788836451558763,0.07091621271332196,-0.0032797313691610673,0.015285641116872544,0.0679966217011651,0.03234706020331979,0.12440948133517703,0.2782471863019521,-0.08028188597026173,0.042770576922609216,0.1685646349789197,0.21204475172458256,0.17378156785615703,0.01413057602212909,0.22625418669003933,-0.14232101596495825,-0.07969838066034787,1.0,-0.0015935033815273666,-0.05920746382391546,-0.10502719663121997,-0.056950880533661624,-0.08411033203987288,0.0582947264189847,0.016502756744968004,-0.08199411512351787,0.08386417318101276,-0.007924346616537396,-0.10939381714945055,0.024943643008885737,-0.010528630311566393,0.16686043271615658,0.20314948308246303,0.28522914263133536,0.060924891619623146,0.05822917002534201,0.021612573667301134,-0.024852946386106228,0.08081084830063236,0.07001500431927109,0.1601920545748765,-0.0606833413997416,0.028679678130716067,0.08191626684620487,-0.04308964885540673,0.009288493305223078,-0.04937785103553392,-0.08772608707883105,0.0033299515763564277,-0.1443587163503835,-0.10047903909268073,-0.06362555946010454,-0.0062247814563747865,-0.08197864493576294,0.2265480125964197,0.009837685578247041,0.04373473302612708,0.04199206673529081,0.05348506396830664,0.04645995360369227,-0.06855473680184891,0.002481061062887679,0.004030745060775509,-0.02946107471307227,-0.0313362600913932,0.09540857302518656,0.08514280112675393,-0.0076824764545947565,0.03947892571100516,0.11176871708885336,-0.02839658604577993,0.12099094598211163,-0.12055043171447528,-0.06734596456135086,0.008265346307097207,-0.08002109172595401,-0.01675952904687524,0.471158143499564,-0.032363507880797324,-0.06989128972737504,0.043174499606411426,-0.009373935023501933,-0.03163201098421293,-0.12952836672485088,-0.0747023177223456,-0.19703349063292777,0.04997932451743537,-0.08642203139374181,0.0025158763020335898,-0.022817446799191916,-0.040459604746252965,-0.08984054145457021,-0.013884587708701266,0.08478883167417012,0.009163307290557086,0.2100268351056923,-0.09044133155715388,0.05819207209462669,-0.05131204240137778,0.04985755042750909
number,0.015254785732146383,0.013573894881177726,-0.03079954167433066,-0.07434940061952494,0.017903976283757117,-0.003864740286585538,0.03170151812756921,-0.02431303443765574,-0.014288154652372306,0.021289055083946722,-0.020572381844925894,0.006416585065628991,0.06537772475536668,0.004569674193314513,0.03814459461326232,0.04311073498826636,0.03494003291770938,0.019929622484784828,0.08303215602181986,-0.053988001766732574,0.09556404687027537,0.013676511911989814,0.128805979777914,0.039389713786583826,-0.009121570800401078,0.03390798201494806,-0.010436513117519405,0.05366048263805548,-0.10821295028209982,0.09243445287088631,0.05299070741009012,-0.07138826490382058,-0.016585901728932984,0.08153296965755538,-0.03439688175822271,0.0025237440681234883,0.03166771647595611,0.1358462652271544,0.02316864419999717,0.0873422918399628,0.025842477487045323,-0.0015935033815273666,1.0,-0.09145657015184985,0.0062362114212538705,0.002021714369091061,0.00671267812351006,-0.04426475636585168,0.08506664410064474,0.09747722285135889,0.045795864028112705,0.07289816123958831,0.03337169921912257,0.05895358647153992,0.10421780294158109,-0.0662493901699232,-0.04816405717806376,0.03722457270161617,-0.061625993970465705,-0.08070138353579324,0.0764730274439636,-0.055086437525372255,-0.06374838075373938,-0.00877747432870106,-0.02681202235449517,-0.07526821091164529,-0.05487808873791893,-0.06548037616486539,-0.05402017593710008,0.035322912601999656,-0.02249488339673353,0.16308278531735027,0.0010593684321782313,0.1607805909781937,0.04117346957754146,0.15792314213409722,-0.10245229429446674,0.15272442997769345,-0.058583653954286816,-0.02550472542964495,0.20299524329285518,-0.04993713866065646,0.11545067078502705,0.2748865800067581,0.06709975956633932,0.09441722833166429,0.04792464757378264,-0.016900456565889135,-0.007145343904858408,0.054913847902430965,-0.02091296797872594,0.0042203788612262556,-0.061202786960839604,-0.007232501800328666,0.0015254298797970894,-0.016750296886667772,-0.07906003969939761,0.001883294102994143,0.020221323848638353,-0.0493710190977152,-0.003936411497370081,0.00925008233976658,-0.04858410312611605,0.0076227807908856035,-0.0032564699335496717,-0.030995846691377327,0.07816183487378872,-0.08440124856025437,-0.029326717305667837,-0.15165119625741044,0.17459837555018876,0.06068330305626964,0.03641595821786727,0.06817849926298387,-0.06750815245517432,-0.039923206349654836,-0.015120495524615106,-0.014167032327439896,0.028586865477356487,-0.041410411978118324,0.1220830623691706,-0.012329130523214802,0.009748147638336835,-0.03898464224550511
quant,0.017739235646883483,0.01812900460771983,-0.023308013005516413,0.04563755219556318,-0.06991181717445943,-0.0060061423978396465,0.014071876650846036,0.018612264308451677,0.041233415161910786,-0.0017419263890084153,0.06321976441783074,0.03347900543283189,0.09248315286950241,0.014860357477830887,-0.029155009841322698,0.01849104711902573,0.0934448345767359,-0.028798392728733215,0.060836079659724006,-0.03510157517413544,0.013567071706393324,0.08433140150848507,0.18468283628658128,0.052620584883378445,0.00660621785164257,-0.03217220470091041,0.019077072927322573,0.037954715334326934,0.047631952513128,-0.10451943255607012,0.010437201595058723,0.06316976714023992,0.09291669891248266,0.08321022143084825,-0.005299692056608441,0.0924466181934561,0.020630480680544953,0.0230888548450503,0.03146455281212945,0.12394669690154972,0.12124410340529909,-0.05920746382391546,-0.09145657015184985,1.0,0.00874691834358131,-0.058499679155769126,0.05724585542493609,0.018804822459354,0.014373702215351922,0.05271644843914109,-0.04462798422122728,-0.03802901461966494,0.07357563764374853,-0.05063443242090069,-0.06695652128156766,0.21492829594389534,0.06384880100673945,0.06402779236672118,0.044837591421054694,0.11914740767905149,0.24983434502060042,0.08263913576042134,0.017220199818463504,0.00045352073417448207,-0.058022008851495714,0.07182073001958551,0.032024035043320624,-0.10035644102272588,0.09969635603250555,0.035791745869981156,0.06108903010923173,-0.0116396487780052,5.1159682463005836e-05,-0.023623629983921268,-0.04518854624596296,-0.023090539400108433,0.0035901700603697658,-0.0035457295513829892,0.010062698558915657,-0.06960876255270096,-0.00824768643571198,-0.018117418620861372,-0.01490688921819068,0.014663754719047038,-0.021863495196602464,0.04751075744398968,-0.09962824596529214,0.06969285635542594,0.12068613816338236,-0.04828688789989965,-0.007959539890842157,0.03771294364064415,0.05322075127206764,-0.08759599340394324,0.04116930709893478,-0.05748077524700641,-0.09703052866972824,0.06877487311593465,-0.014223310871338078,-0.05554501389821534,0.06314496197776262,-0.049494321531352345,0.0880823094785063,0.151385788432523,0.028375626945134822,0.03577208961449572,-0.027640913901269257,-0.13094975897847716,-0.02424037267967804,-0.19046305350606305,0.1455549010922963,0.14366390777785767,0.01861214497868789,-0.10217382941181186,0.020408417840568113,0.26048030439153075,0.017136562800816057,0.00998385981666079,-0.023409965486384632,0.0062506680129515504,-0.056375223273759725,0.05169041668941383,-0.034802580128837995,-0.05565384856552324
affect,-0.028894862902915937,-0.029155168790667468,0.08005271100268481,0.0012642571774705842,-0.055226412243778326,-0.003323610718739346,-0.009111148176804904,0.01699799567037532,0.04631334487253198,-0.016257621135758276,0.02587155887879369,-0.0665481369841252,0.105056154647309,0.010983349535814913,0.04172953237355831,-0.04504437257543105,-0.08233758762087073,-0.054216044035345586,0.09197538227908968,0.0749129670784429,-0.043780267652213295,0.17657146645908606,0.2674653848358694,0.10014001345905545,0.20059425261665234,0.19877701013937993,0.23693457834677756,-0.09421807568192087,0.07362565660605318,-0.06301943674265553,-0.025445149688930403,0.04574051059434457,-0.06936099322810213,-0.0848086101183727,0.06010041971120525,-0.005624971415385366,0.09152604084116081,0.1310819182341225,0.10562266645177172,0.26659967532385254,0.08337581547999035,-0.10502719663121997,0.0062362114212538705,0.00874691834358131,1.0,0.6217237090373783,0.7292934241629104,0.22805629015166098,0.41645316575760083,0.42454058893906166,0.012689059737386878,-0.07668275939330964,0.12476036723862816,-0.01192721870589694,-0.04802520919194025,0.05748231739798046,-0.019093254148315773,-0.10082176642539929,-0.017777478034134733,-0.033366891710826366,0.22962173685857007,0.038350040638185014,0.1284255717472228,-0.07662653323896843,0.11461167313622651,0.1440258735471218,0.2513759627663694,0.058473466232034,0.13901507448673572,0.23971499386957276,0.03233326240830974,0.2825189581226742,0.06944237792717672,0.24720071505630223,0.2391566609332419,0.21559083341545118,0.2645056271345154,-0.04602089686493373,0.11767102089023408,0.008433765968447807,-0.05647533965484435,-0.05127519983592511,-0.10777237688968427,0.0071239681822797465,-0.08665563405201082,-0.03334330259353862,-0.1579964568402984,-0.007641174105969748,0.03982786036108688,0.020912896044464845,0.2597306650674911,0.3338368059187949,-0.08522244067315966,0.21116368744865452,0.008564491021650066,-0.05367931955097424,-0.055924809823920486,0.18985551184085256,0.021269833226540778,-0.09009727812244157,0.08895852758753195,-0.07290904387932828,-0.02923147871900781,-0.0489601057678852,0.024857784653885058,0.07418866137060318,-0.12406813579876264,-0.12017102050047332,0.08249850094410743,-0.2434564989444776,0.03020896478860321,0.042674077846131614,0.033634534107226645,-0.022275451533453828,-0.06791162879666154,0.05914284407436739,-0.02252039556343043,0.20079720717873362,-0.05269234474704668,-0.02063420271961172,-0.0307181630674906,0.08594949516324422,0.00779129974601125,0.018663372516487295
posemo,-0.01973608173043372,-0.0205967603956,0.001973537616361699,-0.045383834464863014,-0.018394942689135118,-0.0023521509863411567,-0.02013387641522308,-0.013564906105884737,0.08422198900201167,-0.004664536649893915,0.02700470107894158,-0.06225506380076273,-0.1339355270775135,-0.013209740793746164,-0.0028602510034325596,-0.03483634773345945,0.05513194426545642,0.18615646289969773,-0.0718471095553465,0.6856359138407844,0.020324073639918533,-0.07219249015012003,0.1343813266014491,-0.0391433890642087,-0.010090096810504124,-0.05114891887071797,-0.1315707808181751,-0.029753863279350375,0.23966564598078363,-0.009573333522903455,0.0039045640260500373,0.06244203668043385,-0.03035888755361944,-0.051333600613106066,-0.048479231294282686,-0.032458434900122776,-0.0029169247782968935,0.008529781414532553,0.04901122684093804,0.20779369099924266,0.16957615969494638,-0.056950880533661624,0.002021714369091061,-0.058499679155769126,0.6217237090373783,1.0,-0.07071568769642443,-0.1502955370297771,-0.0449356618936864,0.01619330337547666,0.18533647951164237,-0.17328392958079883,0.27786192431508466,-0.04681922100067252,0.059408022804382975,0.11674648866312393,0.05336409014494255,-0.10251771158805031,0.08773200107022984,0.08938698193946444,0.11771603237344076,0.08046780457764602,0.012942099374226555,-0.014075100612147813,0.09549639121724833,-0.03404960097370895,-0.021577244607197527,-0.01512855130887205,-0.05209678901746563,-0.02254512189420511,-0.051131665395975245,0.2855120128177417,0.21008049723944913,0.14347582488270066,0.23385279354985575,0.33574620982171166,-0.014740126872997378,0.02183816184071693,0.001814261427958356,0.0378780529916217,0.01598860121203947,0.02777726196514194,-0.0817054268845278,0.017219062553221566,-0.11455635636067106,-0.008808678071233927,-0.16454488405006332,-0.06147993826219679,-0.01323646996288957,-0.005100353326699364,0.08656931660630318,0.006687268924112069,0.0026734815411727205,0.24847426842875595,0.000658690377016573,-0.07052270150955402,-0.027355389983996923,0.09199794209568286,0.06970585448162288,-0.04150083240405508,0.004579189653560823,-0.08100971730628781,0.013950585201954867,-0.022447393393139486,0.052946777802681734,-0.07604597458719516,-0.07527330835260171,-0.045214137906106816,0.006927603958626839,-0.11925375522959218,0.14290701909204742,-0.0010314746507819536,-0.0015230697065253492,-0.01952854482230746,-0.0462369659472799,-0.07349391712327227,0.0016155539285898175,0.015351822966180104,-0.1473502549442605,0.006266556513695858,0.0827644046758752,-0.0013503406576877374,-0.10665586366048921,0.07340298598767991
