"","user_id","family_senti","partner_senti","self_senti"
"218",20908,-0.375,0,-1
"219",21174,-2,0,-1
"220",21291,0,0,0
"221",21485,0,0,0
"222",21773,0,0,0
"223",21780,-1,-1,-1
"224",21808,-1,0,0
"225",21909,0,0,0
"226",21999,-1,-0.5,0
"227",22002,0,0,0
"228",22006,0,0,0
"229",22015,-2,0,-1
"230",22134,-0.5,-0.333333333333333,-0.166666666666667
"231",22354,-1,0,0
"232",22733,-0.5,0,0
"233",22913,0,0,0
"234",23308,0,0,0
"235",23785,0,0,0
"236",24169,0,-2,0
"237",24226,2,0,-2
"238",24255,1,-1.5,0
"239",24836,-0.25,0,-0.75
"240",24839,0,0,0
"241",25055,-2,0,0
"242",25368,-0.666666666666667,0,-0.666666666666667
"243",25479,0,1,1
"244",25499,-1.33333333333333,0,0
"245",25502,0,0,0
"246",25865,-0.5,0,0
"247",26024,0,0.5,-1
"248",26047,-1,0,0
"249",26174,0,0,0
"250",26179,0,0,0
"251",26244,0,0,0
"252",26306,0,0,0
"253",26433,-0.5,0,0
"254",26474,0,0,-0.6875
"255",26545,0,-2,-2
"256",26646,1,1,-0.5
"257",26683,-1,1,-1
"258",26741,0,0,0
"259",26849,-2,0,0
"260",26864,-2,-2,-2
"261",26915,0,-2,0
"262",27116,0,0,0
"263",27149,-2,0,0
"264",27495,-3,0,0
"265",27553,1,0,0
"266",27668,0,0,1
"267",27877,0,-3,0
"268",28071,-1,0,-1
"269",28252,0,0,0
"270",28380,0,0,0
"271",28703,0,0,0
"272",28721,-0.5,0,-1.5
"273",28983,0,0,0
"274",29020,-2,0,-1
"275",29053,0,0,0
"276",29216,0,-4,0
"277",29426,0,0,0
"278",29434,1,0,0
"279",29478,0,0,0
"280",29598,-0.8,0,-0.2
"281",29627,0,0,0
"282",29644,0.428571428571429,0,-0.857142857142857
"283",29648,0,0,-1
"284",30049,-2,0,0
"285",30107,1,0,0
"286",30316,-0.166666666666667,0,-0.555555555555556
"287",30432,-3,0,-2
"288",30566,0,0,-1
"289",30759,-2,0,0
"290",30945,-1,0,0
"291",30972,0,0,0
"292",30974,0,0,0
"293",31083,-2,0,0
"294",31287,0,0,0
"295",31300,-3,-2,0
"296",31370,0,0,0
"297",31691,0,-3,-3
"298",31724,0,0,0
"299",31839,-1,0,0
"300",32057,0,0,-1
"301",32063,-1,0,-2
"302",32114,0.0909090909090909,0,0.0909090909090909
"303",32144,-1,-1,0
"304",32225,1,0,0
"305",32261,0,0,0
"306",32267,0,0,0
"307",32280,0,-2,0
"308",32463,0,0,-2
"309",32599,0,0,0
"310",32621,-1,1,0
"311",32625,0,0,1
"312",32730,0,0,0
"313",32775,-1,0,0
"314",32819,-2,0,0
"315",32938,-0.333333333333333,0,0
"316",32960,-1,0,-1
"317",33250,-3,0,0
"318",33301,0,0,0
"319",33416,-3,0,0
"320",33604,1,0,-1
"321",33620,0,0,0
"322",33687,-1.66666666666667,0,-0.666666666666667
"323",33749,0,0,0
"324",33917,0,0,1
"325",33936,-1.5,0,-1
"326",33973,0,0,0
"327",33996,1,0,0
"328",34135,0,0,-3
"329",34169,0.5,-1,0
"330",34271,0.333333333333333,-0.666666666666667,0
"331",34375,0,0,-2
"332",34533,0,0,0
"333",34567,-2,0,-1
"334",34677,-3,0,0
"335",34712,0,0,0
"336",34960,0,0,0
"337",35071,0,0,0
"338",35089,0.333333333333333,-0.333333333333333,-1.33333333333333
"339",35107,0,0,0
"340",35398,0,0,0
"341",35751,0,0,0
"342",35819,0,0,0
"343",35826,0,0,0
"344",36154,0,0,0
"345",36241,0.5,0,0
"346",36558,-2,0,-1
"347",36760,0,-1,0
"348",36766,0,-1.5,0
"349",36890,1,0,0
"350",36927,0,0,0
"351",36977,0,0,-1
"352",36990,0,0,0
"353",37006,0,0,0
"354",37521,0,0,0
"355",37611,-1,0,0
"356",37840,-2,0,0
"357",37903,-3,0,-3
"358",38058,0,0,0
"359",38184,-0.5,0,-0.5
"360",38379,0,0,0
"361",38518,0,0,0
"362",38526,-2,0,0
"363",38533,-1,0,0
"364",38629,0,0,-0.5
"365",39188,0,0,-0.5
"366",39330,-1.33333333333333,-0.333333333333333,-0.333333333333333
"367",39369,0,0,0
"368",39474,0,0,0
"369",39495,0,0,0
"370",39562,0.4,-0.4,-0.8
"371",39636,0,0,-3
"372",39703,1,0,0
"373",39819,-2,0,0
"374",39980,0,-0.5,0
"375",40034,0,0,0
"376",40130,1,2,0
"377",40225,-0.285714285714286,-0.142857142857143,-0.142857142857143
"378",40424,0,0,0
"379",40448,-0.5,0,-1.5
"380",40522,0,0,0
"381",40703,-3,0,-3
"382",40756,-2,0,0
"383",40823,-3,0,-3
"384",40919,-1,0,0
"385",40976,0,0,0
"386",41059,-2,0,0
"387",41192,-2,0,0
"388",41528,-2,0,0
"389",41711,-3,0,-1
"390",42188,0,0,-2.5
"391",42285,-1,-2,0
"392",42349,0,0,0
"393",42355,-0.333333333333333,0,-0.166666666666667
"394",42543,-2,0,0
"395",42685,0,0,0
"396",42705,-1,-2,0
"397",42748,1,0,0
"398",42934,-1,0,0
"399",42974,1,1,1
"400",42997,-4,0,0
"401",43085,0,0,0
"402",43206,-1,-0.5,-1.5
"403",43273,0,0,-0.5
"404",43584,-2,0,0
"405",43705,0,0,0
"406",43739,1,0,0
"407",43761,0.181818181818182,0,-0.272727272727273
"408",44029,0,0,0
"409",44264,0,0,0
"410",44265,0,0,0
"411",44360,0,1,0
"412",44582,-2,0,0
"413",44705,0,0,0
"414",44747,0,0,0
"415",44773,0,2,0
"416",44776,-1.5,0,0
"417",45051,0,0,0
"418",45072,-1.33333333333333,0,-0.666666666666667
"419",45096,-1,-0.5,-2.5
"420",45222,1,0,-2
"421",45266,-0.5,0,0
"422",45351,-2,0,-1
"423",45356,0,0,0
"424",45401,-1,0,0
"425",45433,0,0,0
"426",45455,1,0,0
"427",45477,-1,-1,0
"428",45509,0,0,0
"429",45966,2,0,0
"430",46078,-0.0833333333333333,-0.333333333333333,-0.333333333333333
"431",46119,0,0,0
"432",46272,-3,0,-3
"433",46315,-2,0,-1
"434",46472,0,0,-1
"435",46485,0,0,0
"436",46710,0,0,0
"437",46922,-2,0,-3
"438",46967,0,0,0
"439",47016,-2,0,0
"440",47176,0,0,-3
"441",47190,-3,0,-1
"442",47267,-0.5,-0.5,0
"443",47415,0.333333333333333,0,-1
"444",47707,0.5,-0.5,0
"445",47723,0,0,0
"446",47817,0,0,-1
"447",48007,0,-2,-3
"448",48083,0,0,0
"449",48276,0,0,0
"450",48291,-0.5,0,-0.5
"451",48293,0,0,0
"452",48431,0.25,-0.25,-1.25
"453",48461,0.333333333333333,0,0.333333333333333
"454",48548,-3,0,0
"455",48566,1,0,0
"456",48651,-1,0,0
"457",48663,-2,0,1
"458",48723,-1,0,0
"459",48892,1,0,0
"460",49045,0,0,0
"461",49202,-1,0,0
"462",49219,0,0,0
"463",49333,0,-2,0
"464",49639,1,0,-3
"465",49677,0,0,0
"466",49714,-3,0,-2
"467",49779,0,0,0
"468",49903,0,0,0
"469",49975,0,0,0
"470",50011,-1,0,0
"471",50028,0,0,0
"472",50054,-3,0,1
"473",50096,-4,0,0
"474",50144,-2,0,-3
"475",50207,0,0,-0.5
"476",50293,0,0,0
"477",50294,0,0,0
"478",50386,-3,0,-1
"479",50464,-2,-2,-1
"480",50477,0,0,-2
"481",50571,-2,-3,0
"482",50602,0,0,0
"483",50604,0,0,0
"484",50624,1,0,-2
"485",50804,0,0,0
"486",50830,0,0,0
"487",50949,0,-2,-2
"488",51023,0,0,0
"489",51216,0,0,0
"490",51274,0,0,-0.5
"491",51363,0,-3,-1
"492",51455,-1,0,-2
"493",51498,0,0,0
"494",51526,1.25,0,0
"495",51643,0,0,0
"496",51883,0,0,0
