,post_id,family_senti,partner_senti,self_senti
370,2nme8y,0,0,0
371,2nr37y,1,0,0
372,2nvsy0,0,0,0
373,2nzu7h,0,0,0
374,2ogkwt,0,0,0
375,2omflf,0,0,0
376,2ot8oa,-2,0,0
377,2r8sbr,0,0,-3
378,2rv3yj,0,0,-2
379,2smbn7,0,0,0
380,2sncej,0,0,0
381,2sz741,1,0,0
382,2szmn4,0,0,-1
383,2u4prv,0,0,0
384,2v3sns,-2,0,0
385,2vbbzh,0,0,0
386,2whyyc,0,0,0
387,2x695b,2,0,0
388,2x9e14,0,0,0
389,2xq4l2,-2,0,-1
390,2y5psu,0,0,0
391,2ybg1q,0,0,-3
392,32gmc6,-1,0,0
393,33qako,0,0,0
394,33vgdc,-3,0,0
395,34rdha,0,0,0
396,358lya,0,0,0
397,35r63v,0,0,0
398,362f22,0,0,0
399,36oz97,0,0,0
400,385u84,0,0,0
401,38tbvc,1,0,0
402,38tktn,0,0,0
403,3dvmzf,0,0,0
404,3f5t7z,0,0,0
405,3fgh8k,0,0,0
406,2fdm8d,-3,0,0
407,2fegpe,0,0,0
408,2hmfew,1,0,0
409,2l63mi,0,0,-3
410,2llps4,-1,0,0
411,2ms1yh,-3,0,0
412,305gdo,0,0,-4
413,317ql5,-1,0,0
414,34tl5x,0,0,0
415,3b2mzg,-2,0,0
416,1rkdkt,0,0,0
417,1rn841,0,0,0
418,1rq0d0,0,0,0
419,1xemr5,0,0,0
420,1ts4p8,-1,0,0
421,1ts65k,0,0,-1
422,1ttcz0,-1,0,0
423,1u29qt,0,0,-1
424,1x527j,0,0,0
425,1xve3w,-2,0,0
426,1z3r2j,-1,0,0
427,1zthy4,-2,0,0
428,21a830,0,0,0
429,225ugs,-2,0,0
430,262dkn,-2,0,0
431,2cj7dt,-1,0,0
432,2f4uf3,-1,0,0
433,2iww29,-3,0,0
434,2jt9hw,-1,1,0
435,2ltujd,-1,0,0
436,2olg0b,-3,0,0
437,2r0wdx,0,0,0
438,2t3dbb,0,0,0
439,2x6y6j,-1,0,0
440,3cmng1,-2,0,0
441,2qzzkk,1,1,1
442,31l3j3,0,0,-2
443,1cv17v,-1,0,-1
444,2ir4tb,0,0,0
445,2kvw0c,0,0,-2
446,2m2lqo,0,0,0
447,2mofu6,0,0,0
448,2o1l55,0,0,0
449,2ppu2n,0,0,0
450,2r3mnu,0,0,0
451,2tq3lq,0,0,0
452,2z2snm,1,0,0
453,35bqfp,0,0,0
454,15o3pk,0,0,0
455,165ij0,0,0,0
456,16p3kn,0,0,0
457,18w0my,0,0,0
458,1eiezy,0,0,0
459,1qpz4j,0,0,0
460,23a0ql,0,0,0
461,24pr0z,0,0,0
462,2fnni6,0,0,0
463,24r1k6,0,0,0
464,2lork0,0,0,0
465,2ok3rl,0,0,0
466,2c5rbu,1,0,0
467,32zlo6,0,-2,0
468,zva0u,0,0,0
469,12jz1y,0,0,0
470,12tr0i,0,0,0
471,1fdq7f,0,0,0
472,1fiqaz,-2,0,-1
473,1fmj6s,0,0,0
474,1gbam2,-2,0,0
475,1gw83m,0,0,0
476,1gwcxj,0,0,0
477,1i4qws,0,0,0
478,1iphln,0,0,0
479,1jase4,0,0,0
480,1k2gp9,0,0,0
481,1kgk3t,0,0,0
482,1l1gnp,0,0,-1
483,1lme4l,0,0,0
484,1mexb3,0,0,-2
485,1mvgvz,0,0,-1
486,1n2z08,0,0,0
487,1ncku4,0,0,0
488,1nk0lk,0,0,0
489,1nmohd,1,0,-1
490,1nqvqo,0,0,0
491,1o9pvl,0,0,-1
492,1om1qq,0,0,-1
493,1ood0e,0,0,0
494,1oodth,0,0,0
495,1p3req,0,0,0
496,1pi8zb,0,0,0
497,1pwwf3,0,0,-1
498,1qqs8d,0,0,-2
499,1qqt7n,-2,0,-2
500,1rmg5k,0,0,0
501,1rvdt0,0,0,0
502,1s1i4l,0,0,0
503,1sf7by,0,0,0
504,1tduca,0,0,-2
505,1tg8no,0,0,0
506,1tnx68,-2,0,0
507,1tppg3,0,0,0
508,1tpzlb,0,0,0
509,1tse28,0,0,0
510,1tsh67,0,0,0
511,1v0033,1,0,-1
512,1v969p,0,0,0
513,1vtrmm,0,0,0
514,1ws24r,0,0,-1
515,1xn2ln,0,0,0
516,1xn3wb,0,0,0
517,1y3rek,0,0,0
518,1z7ajg,1,0,0
519,1zb7dr,0,0,0
520,1zbj6i,0,0,0
521,205t2o,0,0,0
522,20fvua,0,0,0
523,21967p,0,0,0
524,23wce4,0,0,-2
525,24jovx,0,0,0
526,24mhvy,3,0,0
527,253jbj,1,0,-2
528,25nolr,0,0,0
529,270fi3,0,0,-3
530,276cfi,1,0,0
531,27j2qs,0,0,0
532,27j3ne,0,0,1
533,27lgkh,0,0,0
534,27llgu,-1,0,0
535,27nim3,0,0,0
536,27rgk7,2,0,0
537,2843ye,0,0,-3
538,285dls,0,0,0
539,288b62,0,0,0
540,28rs1p,0,0,0
541,296klp,2,0,0
542,29g181,0,0,0
543,29uivq,0,0,0
544,2aq22t,0,-2,0
545,2dapge,1,0,0
546,2dhuce,1,0,0
547,2dr0tp,0,0,0
548,2dxvc3,-1,0,0
549,2exu6g,0,0,0
550,2fbjb7,0,0,0
551,2ffbie,-1,0,0
552,2g0y9a,0,0,0
553,2gla6v,0,0,0
554,2i1sum,0,0,0
555,2icbq4,0,0,0
556,2imeqf,-3,0,-2
557,2j39az,0,0,-1
558,2jk9i1,0,0,0
559,2juop2,0,0,0
560,2k5g4k,0,0,0
561,2kcioj,-1,0,0
562,2l1bzz,0,0,1
563,2l4nx7,1,0,0
564,2ljp0h,-2,0,0
565,2ln7a3,0,0,0
566,2mfbok,0,0,0
567,2mtez7,0,0,0
568,2n1n0u,0,0,0
569,2n1xxv,-2,0,0
570,2n24gu,0,0,0
571,2n4piq,0,0,0
572,2n82ss,0,0,0
573,2n836u,0,0,0
574,2nbxim,0,0,0
575,2nbxzy,0,0,0
576,2ncgkw,0,0,0
577,2nfsvj,0,0,0
578,2ng05l,0,0,0
579,2njnqj,0,0,0
580,2noxex,0,0,0
581,2np7mg,0,0,0
582,2npvd2,0,0,0
583,2o3ukr,-2,0,0
584,2o3yme,-2,0,0
585,2o7i4d,0,0,0
586,2o8b7e,-2,0,0
587,2opzkm,1,0,0
588,2oxlfj,0,0,0
589,2pjfxp,0,0,0
590,2qsc8j,0,0,-2
591,2qz56i,0,0,0
592,2t94j3,0,0,0
593,2thhpf,0,0,0
594,2tjai7,0,0,0
595,2tle01,0,0,-1
596,2tx0t6,0,0,0
597,2v5ydl,0,0,-2
598,2w0ibz,0,0,0
599,2w1t5m,0,0,0
600,2wa0bf,1,-2,0
601,2wtkup,0,0,0
602,2xh7lw,0,0,0
603,2ye7nb,0,0,0
604,2zaw44,0,0,0
605,2zjmyn,0,0,0
606,2zv9q1,0,0,1
607,306wr7,0,0,-1
608,326nbr,0,0,0
609,330cpb,0,0,0
610,33vzxp,0,0,0
611,3440oj,0,0,0
612,34cjgg,0,0,1
613,34ljhi,0,0,0
614,34ncdd,0,0,0
615,34otu2,0,0,2
616,350y8s,2,0,0
617,3597kd,0,0,0
618,35cvkq,0,0,-1
619,35d0k1,0,0,0
620,35iel4,0,0,0
621,367ylg,0,0,-2
622,36buz6,0,0,-2
623,36fto7,0,0,0
624,36u8wx,0,0,-3
625,37j059,0,0,0
626,37x5s3,0,0,2
627,38yls4,-2,0,0
628,39mzt7,0,0,0
629,39rmjw,0,0,0
630,39zp37,0,0,1
631,3akp5f,-1,0,-1
632,3akqmv,0,0,0
633,3asrqr,-3,0,0
634,3bgcdf,0,0,0
635,3bkyvm,0,0,0
636,3bxq53,0,0,0
637,3c1dln,0,0,0
638,3c5v5g,-2,0,0
639,3c9d9i,0,0,0
640,3ci4zx,0,0,0
641,3cv15f,0,0,0
642,3cvd02,0,0,0
643,3cxx08,0,0,0
644,3d2qpj,0,0,1
645,3d6ncq,0,0,0
646,3d721x,0,0,0
647,3dbyj6,0,0,0
648,3dcc4l,0,0,-3
649,3dkneo,0,0,0
650,3dwc66,0,0,0
651,3eep3h,0,0,0
652,3elxnm,0,0,0
653,3eq1n7,0,0,0
654,3eurnn,0,0,-3
655,3ezcu2,0,0,0
656,3f8jo0,0,0,0
657,3fgewz,0,0,0
658,3fh3gb,0,0,0
659,3fpa8q,0,0,1
660,3go77y,-1,0,0
661,1hwr9b,0,0,0
662,tcfti,0,0,0
663,tcga2,0,0,0
664,vysbe,1,0,0
665,w6aze,0,0,0
666,10jen5,0,0,0
667,10jg6b,1,0,0
668,116htj,0,0,0
669,116hww,0,0,0
670,116kil,0,0,0
671,11awdd,0,0,0
672,11fbnf,0,0,0
673,12d8xa,0,0,0
674,15kuxk,0,0,0
675,160zvc,0,0,0
676,16ecbg,0,0,0
677,1958x1,0,0,0
678,1acd6r,0,0,0
679,1e4mxh,0,0,0
680,1oemts,0,0,-1
681,1tdkzk,1,0,0
682,1vr05o,0,0,0
683,1wsn18,1,0,0
684,24hqgg,0,0,0
685,24i9ur,0,0,0
686,28x5kw,2,0,0
687,2d6o2l,0,0,1
688,2k6mjh,0,0,0
689,2kgbso,0,0,0
690,2kmqxq,0,0,0
691,2ttcv8,0,0,0
692,2un1ti,0,0,0
693,35hogi,0,0,0
694,3dtslc,0,0,0
695,3ght8p,0,0,0
696,2uzrtr,0,0,0
697,1vkjup,0,0,0
698,232le6,0,0,0
699,23343u,0,0,0
700,2zul5t,0,0,0
701,2zuol6,0,0,0
702,302bbh,0,0,0
703,30b43a,0,0,0
704,33eqhd,-2,0,0
705,347pjm,0,0,0
706,34zcja,0,0,0
707,37dk56,0,0,0
708,3dzh5s,0,0,0
709,1q3upe,1,1,0
710,1qr845,0,0,0
711,1s5q1e,-1,1,0
712,2wjnzz,-3,0,0
713,2xp85y,0,0,0
714,rgp31,-1,0,0
715,s6xon,0,0,0
716,vxxnz,0,0,0
717,x95yh,0,0,0
718,yxaea,0,0,-3
719,16nf57,0,0,0
720,19t8bw,0,2,0
721,1egjdw,0,0,0
722,1fx54h,0,-2,0
723,1fxb8s,0,0,0
724,1ydqvb,0,0,-3
725,20uqx1,-1,0,0
726,3d9oab,2,2,0
727,3fmpu6,-1,0,0
728,i5dhg,0,0,0
729,n7ph3,0,0,0
730,13daob,0,0,0
731,1hgcl5,-2,0,0
732,1i1ovz,0,0,0
733,qnhm7,0,0,3
734,s0sta,0,2,0
735,s6lc9,0,0,0
736,sv55d,0,0,0
737,t8886,0,0,0
738,uj44g,0,0,0
739,10n8i8,0,0,0
740,12n5x2,0,0,0
741,1al24o,-3,0,0
742,1f8rnt,0,-1,0
743,1jgo5s,0,0,0
744,1nj6q6,0,0,0
745,1okkpu,0,-1,-1
746,1y235j,0,0,0
747,2h8h6g,1,0,0
748,2huc04,0,-2,0
749,2ihqjg,0,0,0
750,2ihso6,-1,0,0
751,2j1jpd,0,0,0
752,2niu7a,0,0,-2
753,2ssba0,0,0,1
754,2ut2c6,0,0,0
755,2vlrxp,0,0,0
756,2wco9v,0,-2,0
757,2xdblg,0,0,0
758,30ianl,0,0,0
759,30mklk,1,0,0
760,3696at,0,-2,0
761,x1ys1,1,0,0
762,yf59q,0,0,0
763,z3vl3,0,0,0
764,zm27w,0,0,0
765,zu2q3,0,0,0
766,10cu4g,0,0,0
767,114zwr,0,0,0
768,13dy2d,0,0,0
769,13ensv,0,0,-2
770,17ulre,2,0,0
771,1v4pol,0,0,0
772,1vc48c,-1,0,0
773,xdk91,0,0,0
774,xfd4e,0,0,0
775,xgi33,0,0,0
776,14ic4q,-3,0,0
777,1zyacl,0,0,0
778,25clbs,0,0,0
779,25j27h,0,0,0
780,26cml1,0,0,0
781,lq6yx,0,0,0
782,m1v0p,0,0,0
783,m30hj,1,0,0
784,ownl1,0,0,0
785,t2eht,-1,0,1
786,13f8tv,0,0,-1
787,13qsa5,0,0,0
788,149rpi,0,0,0
789,1508ne,0,0,0
790,16j395,0,0,-1
791,16lib4,0,0,0
792,1a4wx7,0,0,0
793,1qk3n5,0,0,0
794,1sfnb2,0,0,0
795,1u79e9,1,0,0
796,1uxyzf,0,0,0
797,1wc8np,0,0,0
798,1x5are,0,0,0
799,1xvnk6,0,0,0
800,1yoorb,0,0,1
801,1yopin,0,0,0
802,1zf2he,4,0,1
803,2pbpr4,-1,0,0
804,2pnzfo,-1,0,-2
805,18os0x,1,0,0
806,19weq7,0,0,0
807,1lisao,0,0,0
808,1ns2js,0,0,0
809,1v57pn,0,0,-3
810,1vfji9,-2,0,-3
811,2dptmo,1,0,0
812,2slcuj,0,0,0
813,2uakmf,0,0,0
814,1w2ve0,0,0,0
815,2gl6sa,-1,0,0
816,111grq,0,0,0
817,3dssoi,0,0,2
818,1t5v2g,-1,-1,3
819,1y6k27,0,0,0
820,2jugww,0,0,0
821,1s5gi6,2,0,0
822,20b5tu,0,0,0
823,217sxi,0,0,0
824,22bmfd,0,0,0
825,272pnz,0,0,0
826,2qw65j,0,0,0
827,34yflo,0,0,0
828,th3px,0,0,0
829,1qbb34,0,0,0
830,fzji1,0,0,0
831,fzjut,0,0,0
832,h7291,0,0,0
833,jhwwj,0,-1,0
834,kddzc,0,0,0
835,l9yi8,0,0,0
836,1695nr,0,0,0
837,39b9vi,0,0,-2
838,3c2old,0,0,1
839,3c8xx0,-1,0,-1
840,3gmuad,0,0,0
841,3hq9hc,0,0,0
842,e699p,-2,0,-3
843,gnai9,0,0,0
844,grhjw,0,0,0
845,gukar,0,0,0
846,gxis7,-3,0,0
847,h2t21,0,0,0
848,izy5i,1,0,0
849,pn7wl,0,0,-1
850,qxku5,0,0,0
851,tm09i,0,0,0
852,tvnx3,0,0,0
853,u42sx,0,0,0
854,wl7l0,0,0,-2
855,12bpv9,1,0,0
856,1ge2ub,0,0,0
857,1omjq5,0,0,0
858,1q8i4u,0,0,-3
859,1qvv3q,0,0,0
860,1r6fuj,0,0,0
861,1rbcqv,0,0,0
862,26i771,0,0,-2
863,2an5bn,0,0,0
864,2p8tbh,-2,0,-2
865,2pfyxs,0,0,0
866,2qf7gz,1,0,-3
867,2qs5um,0,0,-2
868,3h6d0g,0,-1,0
869,oabu1,0,0,0
870,yd9wp,0,0,0
871,ydcvs,1,0,0
872,114nys,0,0,0
873,13r8ek,-1,0,-3
874,13rbq0,0,0,0
875,14ievk,0,0,0
876,2qzotm,-1,0,2
877,37akny,0,0,0
878,260ftd,0,0,0
879,260jf5,0,0,0
880,35zams,0,0,0
881,20lfb4,2,0,0
882,231wvp,0,0,0
883,24q1ev,-1,0,0
884,2kp7hs,0,0,0
885,2x3b0d,0,0,0
886,ixchl,0,2,1
887,jj2go,0,0,0
888,ue9a9,0,0,0
889,xxkw1,2,0,0
890,zhu2g,0,0,1
891,15gf9c,-3,0,0
892,1a2atu,-1,0,-1
893,1bncyg,-1,0,-1
894,1l2h84,0,0,0
895,1tzyio,0,0,0
896,21knjp,-2,0,0
897,260fcl,0,0,0
898,288q3f,-1,0,-2
899,2anhfu,0,0,0
900,2nc216,2,0,0
901,2u5zev,0,0,0
902,200cnv,2,0,0
903,19xki5,0,0,0
904,1a3rzg,0,-2,-1
905,1a5rec,0,0,0
906,3a6vhb,0,0,0
907,2qc5xt,0,0,0
908,340ap6,0,0,0
909,3hig2g,0,0,0
910,12w10o,0,0,0
911,152ybf,0,0,0
912,29rsfg,0,0,0
913,2hdniy,0,0,0
914,2ib1fp,0,0,0
915,2nzif8,0,0,0
916,w62wx,0,0,0
917,1ctup0,0,0,0
918,1d4ana,0,0,0
919,1ek14y,0,0,0
920,1jbrvp,0,0,0
921,21mj99,0,0,-3
922,33uob6,-1,0,-3
923,34vufg,0,0,0
924,16x9t9,-1,-3,0
925,18k6ft,1,0,0
926,19g8ia,0,0,0
927,1ded5p,0,0,0
928,puua7,0,0,0
929,rec4s,0,0,0
930,s1vo6,0,0,0
931,u5sy4,0,0,0
932,u5tb9,0,0,0
933,wx2t4,0,0,-2
934,2j6yf9,0,0,0
935,2nx7sy,0,0,0
936,1f8kcm,0,0,-1
937,2r51ua,0,0,0
938,3e5nmt,0,0,0
939,24tcw7,2,0,0
940,250jai,0,0,0
941,276dbh,0,0,0
942,28x8mb,-2,0,0
943,2be9im,1,1,0
944,20lcbz,-1,0,0
945,21m35w,0,0,0
946,21m46k,0,0,0
947,22j260,0,0,0
948,23ddwx,0,0,0
949,24msal,-3,0,0
950,24v531,0,0,0
951,24v671,0,0,0
952,25bloi,0,0,0
953,25hr7w,-2,0,0
954,26h9zt,-2,-2,0
955,26j1c7,-2,0,-1
956,26ym59,1,0,0
957,27424a,2,0,0
958,2aagts,0,0,0
959,2ate3v,-1,0,0
960,2f3eiz,0,-1,0
961,2nlbi7,-1,0,0
962,2o9tlv,0,0,0
963,2p1zgm,-3,0,0
964,2rvchu,0,0,0
965,2us5os,0,0,0
966,2usyde,0,0,0
967,2uvnum,-2,0,-1
968,2uwawy,0,0,0
969,2v7cgu,0,0,0
970,2xtlzc,-4,0,0
971,2xz4b2,0,0,0
972,2yxsdl,0,0,0
973,37qfb6,-3,0,1
974,3bihv3,0,0,0
975,186zzx,-2,-2,0
976,13zhzv,0,0,0
977,160z2r,0,2,0
978,1bi2uk,-1,0,-1
979,d0myr,0,0,0
980,d814t,0,0,0
981,d8xq2,0,0,0
982,dilm6,1,0,0
983,dj04v,-1,0,-2
984,1twk2h,0,0,1
