,Unnamed: 0,user_id,postingFrequency,postingInterval,generalMoreFreq,generalWordCount,healthPostingFrequency,healthPostingInterval,healthMoreFreq,healthWordCount,mentionMethods,raw_label
59,1285,19871,459,3.609170306,0,1.142857143,12,106.0909091,1,494.5,0,a
60,1301,19941,62,14.0,1,34.26666667,1,0.0,0,0.0,0,a
61,1306,19955,11,51.8,1,69.46428571,0,0.0,0,0.0,0,c
62,1307,19959,13,42.58333333,1,1.0,1,0.0,0,0.0,1,c
63,1314,19994,61,32.61666667,0,23.61320755,5,54.0,0,170.66666669999998,0,a
64,1348,34135,14,44.61538462,1,87.25,0,0.0,0,0.0,0,d
65,1355,34169,29,27.64285714,1,1.0,5,170.0,0,164.5,0,c
66,1376,34271,25,20.58333333,1,34.75,3,99.0,0,78.83333333,1,d
67,1395,34375,221,7.472727272999999,1,29.27272727,14,149.5384615,1,94.66666667,0,b
68,1423,34533,79,22.88461538,0,19.64705882,1,0.0,0,0.0,0,a
69,1433,34567,35,17.97058824,1,11.05263158,0,0.0,0,0.0,0,c
70,1465,34677,126,3.56,1,1.0,44,31.44186047,0,148.33333330000002,0,c
71,1471,34712,23,15.59090909,1,57.37593985,9,73.875,1,145.5,0,b
72,1537,34960,31,24.03333333,1,20.40740741,3,35.5,0,872.7,0,c
73,1561,35071,34,16.60606061,1,15.23076923,11,42.8,1,114.0,0,b
74,1570,35089,21,8.2,1,32.57142857,3,9.5,0,175.6,0,d
75,1573,35107,34,24.90909091,0,20.5,8,110.2857143,1,209.0,0,b
76,1638,35398,61,15.16666667,1,1.0,0,0.0,0,0.0,0,d
77,1709,35751,113,6.633928571,0,45.05555556,1,0.0,0,0.0,0,d
78,1725,35819,25,13.45833333,0,37.22222222,3,327.5,0,283.8,0,c
79,1728,35826,51,7.78,1,28.97425743,4,319.0,0,266.3333333,0,c
80,1771,30049,36,23.57142857,1,72.3,3,56.5,0,512.0,1,a
81,1782,30107,20,62.73684211,1,63.5,0,0.0,0,0.0,0,a
82,1823,30316,405,4.183168317,0,74.04761905,126,6.247999999999999,1,304.5,1,d
83,1824,30316,405,4.183168317,0,74.04761905,126,6.247999999999999,1,304.5,1,d
84,1825,30316,405,4.183168317,0,74.04761905,126,6.247999999999999,1,304.5,1,d
85,1826,30316,405,4.183168317,0,74.04761905,126,6.247999999999999,1,304.5,1,d
86,1850,30432,15,15.78571429,1,42.1,1,0.0,0,343.0,1,d
87,1883,30566,257,4.57421875,0,37.32142857,20,61.15789474,1,532.5,1,b
88,1926,30759,31,11.2,1,3.1,1,0.0,0,0.0,0,a
89,1966,30945,16,3.933333333,1,17.79166667,0,0.0,0,0.0,0,c
90,1973,30972,16,47.46666667,1,54.47619048,0,0.0,0,0.0,0,d
91,1974,30974,36,22.91428571,0,17.86792453,0,0.0,0,0.0,1,a
92,2010,31083,53,16.75,1,1.0,0,0.0,0,0.0,0,c
93,2064,31287,17,36.9375,0,6.44,0,0.0,0,0.0,1,d
94,2069,31300,18,6.705882353,0,1.0,1,0.0,0,0.0,0,d
95,2090,31370,14,37.07692308,0,39.78571429,6,99.4,1,364.5,0,a
96,2150,31691,86,14.30588235,1,42.29411765,13,108.83333329999999,1,606.3333332999999,0,c
97,2156,31724,40,39.51282051,0,18.42105263,4,232.33333330000002,0,65.5,0,d
98,2182,31839,50,19.75510204,0,54.85106383,3,28.5,0,225.0,1,d
99,2262,24169,26,26.84,1,20.53608247,0,0.0,0,0.0,0,b
100,2273,24226,299,4.332214765,1,23.52173913,19,66.94444444,0,260.75,1,b
101,2275,24255,29,25.64285714,1,1.0,6,51.4,1,770.3571429,0,d
102,2389,24836,17,33.0,0,54.49090909,3,106.5,0,52.5,1,d
103,2390,24836,17,33.0,0,54.49090909,3,106.5,0,52.5,1,d
104,2392,24839,116,4.034782609,0,38.0,3,44.5,0,690.6666667000001,0,a
105,2445,25055,17,25.6875,1,21.84615385,0,0.0,0,0.0,0,c
106,2508,25368,73,17.55555556,1,1.0,23,52.18181818,1,487.4,1,d
107,2530,25479,22,37.61904762,1,42.79245283,0,0.0,0,0.0,0,c
108,2532,25499,46,22.2,1,167.66666669999998,12,90.90909091,1,427.75,1,d
109,2533,25499,46,22.2,1,167.66666669999998,12,90.90909091,1,427.75,1,d
110,2534,25502,17,83.5,0,24.75,1,0.0,0,0.0,0,d
111,2622,25865,51,22.0,0,3.923076923,1,0.0,0,0.0,0,b
112,2661,20019,14,5.076923077,1,13.9,1,0.0,0,0.0,0,d
113,2690,20127,19,16.44444444,0,1.0,4,82.66666667,0,151.8,0,a
114,2720,20211,20,27.57894737,1,21.15853659,6,103.6,1,115.5,1,d
115,2758,20386,65,18.28125,0,45.82142857,0,0.0,0,0.0,0,a
116,2762,20406,22,32.14285714,1,49.45454545,1,0.0,0,0.0,0,a
117,2784,20488,22,70.14285714,1,17.67567568,1,0.0,0,0.0,1,a
118,2787,20503,63,33.64516129,0,14.84615385,9,83.625,1,238.0,1,b
119,2789,20508,12,7.6363636360000005,1,50.81818182,4,158.0,0,459.16666669999995,0,d
120,2853,20747,30,37.06896552,1,1.0,0,0.0,0,0.0,0,c
121,2872,20841,52,24.92156863,0,18.06666667,0,0.0,0,0.0,1,a
122,2894,20908,36,49.14285714,1,23.4,32,55.77419355,1,118.07692309999999,1,d
123,2895,20908,36,49.14285714,1,23.4,32,55.77419355,1,118.07692309999999,1,d
124,2896,20908,36,49.14285714,1,23.4,32,55.77419355,1,118.07692309999999,1,d
125,2897,20908,36,49.14285714,1,23.4,32,55.77419355,1,118.07692309999999,1,d
126,2898,20908,36,49.14285714,1,23.4,32,55.77419355,1,118.07692309999999,1,d
127,2899,20908,36,49.14285714,1,23.4,32,55.77419355,1,118.07692309999999,1,d
128,2900,20908,36,49.14285714,1,23.4,32,55.77419355,1,118.07692309999999,1,d
129,2962,21174,32,43.67741935,1,69.63636364,6,95.4,1,159.66666669999998,0,c
130,2987,21291,41,26.45,1,10.23214286,1,0.0,0,0.0,0,a
131,3032,21485,12,9.909090909,0,1.052631579,0,0.0,0,0.0,0,b
132,3103,21773,152,5.105960265,1,19.07692308,6,121.4,1,337.1538462,0,d
133,3104,21780,147,9.301369863,0,1.0,10,155.66666669999998,1,810.5,0,c
134,3111,21808,22,36.57142857,1,74.4,1,0.0,0,0.0,0,d
135,3135,21909,47,19.93478261,0,17.63636364,1,0.0,0,0.0,1,d
136,3150,21999,86,2.858823529,1,57.86111111,4,226.33333330000002,0,138.0,0,c
137,3164,28071,21,7.2,1,1.0,1,0.0,0,0.0,0,c
138,3201,28252,18,24.94117647,1,11.33333333,0,0.0,0,0.0,0,d
139,3226,28380,38,21.37837838,0,43.71034483,1,0.0,0,0.0,0,b
140,3302,28703,24,41.69565217,0,17.17574609,1,0.0,0,0.0,1,d
141,3305,28721,16,22.66666667,0,21.5,5,122.0,0,102.5,1,d
142,3372,28983,49,22.04166667,1,1.0,1,0.0,0,0.0,0,d
143,3383,29020,36,9.028571429,0,1.0,4,37.66666667,0,265.0,1,b
144,3395,29053,50,27.83673469,0,39.91666667,6,205.2,1,112.0,1,d
145,3436,29216,15,32.5,1,23.8,0,0.0,0,0.0,0,a
146,3501,29426,45,25.02272727,1,9.56,1,0.0,0,0.0,0,d
147,3502,29434,17,38.375,1,6.48,0,0.0,0,0.0,0,a
148,3509,29478,19,28.61111111,1,93.62857143,5,20.0,0,628.2,1,d
149,3531,29598,208,2.632850242,0,12.15384615,27,42.46153846,0,192.33333330000002,1,d
150,3532,29598,208,2.632850242,0,12.15384615,27,42.46153846,0,192.33333330000002,1,d
151,3533,29598,208,2.632850242,0,12.15384615,27,42.46153846,0,192.33333330000002,1,d
152,3548,29627,11,41.6,1,53.19047619,0,0.0,0,0.0,1,d
153,3553,29644,54,19.77358491,0,66.31818182,3,264.0,0,213.125,1,d
154,3554,29644,54,19.77358491,0,66.31818182,3,264.0,0,213.125,1,d
155,3555,29644,54,19.77358491,0,66.31818182,3,264.0,0,213.125,1,d
156,3558,29648,31,24.56666667,1,26.5,1,0.0,0,0.0,0,d
157,3646,32057,40,39.33333333,1,35.84210526,3,168.5,0,92.57142857,0,d
158,3648,32063,69,25.72058824,0,61.78571429,8,233.8571429,0,535.0,0,d
159,3654,32114,888,0.83427283,0,25.35928144,3,73.0,0,163.8,1,d
160,3655,32114,888,0.83427283,0,25.35928144,3,73.0,0,163.8,1,d
161,3661,32144,85,18.41666667,1,103.4210526,4,400.6666667,0,43.66666667,0,b
162,3675,32225,39,11.10526316,0,1.0,0,0.0,0,0.0,1,d
163,3684,32261,14,60.69230769,0,51.96428571,1,0.0,0,0.0,0,d
164,3687,32267,39,47.26315789,1,124.23333329999998,1,0.0,0,0.0,1,a
165,3688,32280,21,10.6,1,1.0,0,0.0,0,0.0,1,d
166,3719,32463,12,11.18181818,0,42.6,4,50.66666667,0,276.0,0,d
167,3739,32599,25,53.54166667,0,60.7037037,5,50.0,0,431.0,0,a
168,3745,32621,32,27.51612903,1,78.98245614,3,230.0,0,611.375,0,b
169,3746,32625,101,7.99,0,51.58333333,23,25.54545455,0,1205.0,1,c
170,3764,32730,18,14.35294118,0,5.3,3,7.0,0,351.14285710000007,1,a
171,3770,32775,27,11.34615385,1,1.0,5,17.0,0,754.6666667000001,0,d
172,3788,32819,17,69.0,1,1.0,0,0.0,0,0.0,0,a
173,3818,32938,38,21.18918919,1,5.818181817999999,1,0.0,0,0.0,1,d
174,3819,32938,38,21.18918919,1,5.818181817999999,1,0.0,0,0.0,1,d
175,3823,32960,18,36.70588235,1,96.6,1,0.0,0,0.0,1,d
176,3871,33250,12,119.2727273,1,2.157894737,3,51.5,0,129.0,1,c
177,3881,33301,94,5.6236559139999995,1,26.03846154,1,0.0,0,0.0,1,c
178,3902,33416,199,5.121212121,0,133.4,7,159.16666669999998,0,115.5,1,a
179,3940,33604,16,14.0,1,58.90909091,1,0.0,0,0.0,1,d
180,3943,33620,34,12.75757576,1,1.0,4,64.66666667,0,231.66666669999998,0,c
181,3957,33687,19,11.33333333,1,1.109090909,7,47.33333333,1,368.6,0,c
182,3972,33749,11,48.3,1,1.0,0,0.0,0,0.0,0,d
183,4006,33917,14,89.0,1,63.84615385,0,0.0,0,0.0,0,c
184,4007,33936,12,71.0,1,18.96491228,1,0.0,0,10.0,1,b
185,4014,33973,18,9.941176471,1,97.58333333,0,0.0,0,0.0,0,b
186,4017,33996,17,40.0,1,26.15789474,1,0.0,0,0.0,0,a
187,4028,16035,91,13.01111111,1,82.74285714,3,271.5,0,455.375,1,c
188,4039,16093,38,10.21621622,1,19.48888889,4,119.33333329999999,0,66.33333333,0,d
189,4056,16175,21,7.6,1,34.84210526,7,32.66666667,1,108.0,0,d
190,4089,16310,34,26.36363636,0,1.0,3,109.5,0,41.0,1,d
191,4108,16392,42,26.63414634,1,93.60714286,1,0.0,0,55.0,0,d
192,4112,16402,23,50.18181818,1,111.5,1,0.0,0,0.0,0,b
193,4122,16441,33,20.9375,0,15.18181818,6,162.8,1,645.4166667000001,0,c
194,4158,16609,41,15.825,0,19.46153846,1,0.0,0,77.0,0,a
195,4189,16719,64,18.20634921,1,29.11764706,0,0.0,0,0.0,0,a
196,4193,16723,71,11.4,1,41.47826087,3,149.5,0,505.0,1,b
197,4201,16768,18,35.35294118,1,2.277777778,5,52.5,0,592.5,0,a
198,4212,16807,22,32.85714286,1,1.0,3,19.5,0,474.4,0,c
199,4232,16927,13,15.91666667,1,29.16666667,5,132.75,0,991.375,0,d
200,4237,16955,16,37.73333333,1,1.0,0,0.0,0,0.0,0,b
201,4323,17406,74,11.35616438,1,31.38461538,0,0.0,0,0.0,0,c
202,4335,17468,19,11.27777778,1,1.0,0,0.0,0,0.0,1,d
203,4397,17708,26,14.32,1,8.396825397,0,0.0,0,0.0,1,d
204,4455,17946,34,13.90909091,1,45.26315789,3,59.0,0,337.6666667,0,d
205,4507,8215,70,33.37681159,0,7.857142857,1,0.0,0,0.0,1,d
206,4508,8215,70,33.37681159,0,7.857142857,1,0.0,0,0.0,1,d
207,4509,8215,70,33.37681159,0,7.857142857,1,0.0,0,0.0,1,d
208,4556,8454,18,33.17647059,1,97.9375,3,161.5,0,437.0,1,d
209,4577,8554,13,12.83333333,1,123.13333329999999,0,0.0,0,0.0,0,d
210,4582,8588,480,2.317327766,0,32.88235294,61,26.01666667,0,175.8,0,d
211,4591,8622,55,2.87037037,1,50.33333333,0,0.0,0,0.0,0,a
212,4613,8720,182,10.54696133,1,19.45454545,4,150.66666669999998,0,715.2,1,a
213,4620,8759,21,46.8,1,51.30769231,1,0.0,0,76.0,1,d
214,4629,8821,40,47.8974359,1,89.20833333,0,0.0,0,0.0,1,c
215,4643,8874,47,10.95652174,1,20.904761899999997,7,69.5,0,802.6,1,d
216,4652,8907,14,71.92307692,1,1.0,4,91.33333333,0,86.5,0,c
217,4668,8961,11,37.6,1,1.0,1,0.0,0,0.0,0,a
218,4670,8967,42,28.46341463,1,1.0,4,61.66666667,0,367.0,0,a
219,4694,9079,17,33.0625,1,92.48888889,1,0.0,0,0.0,1,c
220,4707,9174,27,41.84615385,1,52.66666667,6,84.0,1,523.6666667,0,d
221,4717,9212,21,1.35,1,27.4,1,0.0,0,130.0,0,b
222,4769,9398,36,9.542857142999999,1,1.0,4,384.0,0,306.25,1,c
223,4820,9583,297,1.898648649,0,1.0,0,0.0,0,0.0,0,a
224,4825,9605,46,21.31111111,0,15.71186441,3,302.0,0,527.8888889,0,d
225,4843,9658,14,44.15384615,1,4.034482758999999,1,0.0,0,113.0,0,c
226,4875,9787,126,11.376,0,53.58333333,0,0.0,0,0.0,1,a
227,4910,9945,134,8.052631579,1,28.91666667,11,67.0,1,264.5,0,d
228,4923,50011,106,13.77142857,0,8.580645161,1,0.0,0,0.0,1,a
229,4926,50028,77,34.88157895,1,11.9,3,167.5,0,98.5,1,a
230,4932,50054,19,41.16666667,1,1.0,3,25.5,0,403.7142857,0,c
231,4944,50096,80,7.164556962000001,1,25.9,5,75.25,0,404.3333333,0,a
232,4956,50144,14,60.23076923,1,1.0,1,0.0,0,0.0,0,c
233,4970,50207,24,16.08695652,0,79.15853659,3,66.0,0,1006.4,0,b
234,4982,50293,86,16.95294118,0,1.0,0,0.0,0,0.0,0,a
235,4983,50294,23,38.72727273,0,38.6025641,3,66.5,0,210.0,1,c
236,5001,50386,53,11.92307692,1,39.4,0,0.0,0,0.0,0,a
237,5019,50464,11,9.1,1,78.15384615,1,0.0,0,0.0,0,d
238,5021,50477,48,5.425531915,0,38.35714286,15,9.5,0,151.2631579,0,d
239,5053,50571,27,16.46153846,0,34.69753086,0,0.0,0,0.0,0,d
240,5060,50602,44,32.34883721,1,35.84615385,0,0.0,0,0.0,0,a
241,5061,50604,15,47.78571429,1,65.75,5,283.75,0,283.5,0,a
242,5069,50624,12,9.909090909,1,166.4705882,1,0.0,0,0.0,0,b
243,5102,50804,95,12.56382979,1,3.315789474,0,0.0,0,0.0,0,a
244,5108,50830,169,7.255952381,0,36.45,7,137.16666669999998,1,493.5,0,a
245,5127,50949,36,39.57142857,0,40.59259259,4,55.33333333,0,86.33333333,0,d
246,5145,51023,24,67.30434783,0,5.4117647060000005,1,0.0,0,0.0,0,a
247,5188,51216,44,20.65116279,1,5.0,7,80.66666667,1,230.0,0,c
248,5200,51274,20,21.15789474,0,1.0,1,0.0,0,0.0,1,d
249,5222,51363,50,25.12244898,0,1121.527778,1,0.0,0,0.0,0,a
250,5244,51455,16,94.53333333,1,32.46153846,1,0.0,0,0.0,0,d
251,5259,51498,91,21.1,0,49.56521739,4,167.0,0,506.5,0,a
252,5265,51526,56,39.58181818,1,2.148148148,7,393.1666667,0,516.8888889,1,a
253,5295,51643,13,66.83333333,0,13.94666667,0,0.0,0,0.0,0,a
254,5346,51883,678,2.0709010340000003,0,1.0,22,75.14285714,1,143.5,0,c
255,5390,36154,52,7.764705882,1,1.0,0,0.0,0,0.0,0,d
256,5403,36241,24,16.43478261,1,2.413043478,7,40.5,1,236.8,0,d
257,5459,36558,11,14.4,0,11.02714932,7,66.0,0,92.0,0,c
258,5487,36760,50,21.51020408,0,1.0,7,198.83333330000002,0,214.5,0,d
259,5490,36766,16,23.06666667,1,27.0,1,0.0,0,0.0,1,d
260,5515,36890,22,10.71428571,1,35.82075472,5,58.25,0,120.1428571,1,b
261,5523,36927,29,1.0,1,1.0,3,9.5,0,1055.666667,0,d
262,5536,36977,37,30.36111111,1,28.25925926,11,107.0,1,190.33333330000002,0,d
263,5538,36990,28,32.62962963,0,6.75,1,0.0,0,0.0,1,a
264,5542,37006,574,2.645724258,0,107.0909091,1,0.0,0,0.0,1,a
265,5657,37521,765,2.1688481680000002,0,65.91891892,6,189.0,1,270.5,0,a
266,5673,37611,123,9.81147541,0,17.47368421,4,16.66666667,0,414.5,0,d
267,5727,37840,419,3.581339713,1,51.8,10,156.77777780000002,1,78.8,1,a
268,5728,37840,419,3.581339713,1,51.8,10,156.77777780000002,1,78.8,1,a
269,5746,37903,12,56.63636364,1,84.25,7,109.0,0,236.33333330000002,1,d
270,5783,12096,651,2.02,1,85.77358491,21,62.9,1,277.875,0,d
271,5800,12192,40,26.76923077,0,138.83098590000003,1,0.0,0,0.0,0,c
272,5810,12216,16,21.86666667,1,1.0,1,0.0,0,27.0,0,d
273,5859,12447,19,14.83333333,1,82.0,1,0.0,0,0.0,0,c
274,5962,12900,33,33.375,0,1.0,0,0.0,0,0.0,0,d
275,5989,13018,15,10.78571429,1,13.20740741,1,0.0,0,0.0,1,d
276,6004,13074,38,30.43243243,0,41.06306306,6,227.4,1,414.0,0,c
277,6026,13197,53,8.153846154,0,5.6363636360000005,12,10.27272727,1,150.93333330000002,1,d
278,6027,13199,55,20.44444444,1,146.65384619999998,10,66.55555556,1,223.63636359999998,0,c
279,6032,13221,111,12.74545455,0,1.0,6,99.8,1,364.6666667,0,d
280,6048,13291,43,26.54761905,1,1.0,0,0.0,0,0.0,0,a
281,6054,13317,11,25.4,1,81.57142857,3,221.0,0,154.5,0,b
282,6073,13347,32,26.19354839,0,69.04201681,0,0.0,0,0.0,0,a
283,6151,13704,27,16.92307692,1,1.158333333,3,38.5,0,81.0,0,a
284,6163,13750,14,27.0,1,58.6875,0,0.0,0,0.0,0,c
285,6179,13814,54,3.4905660380000003,0,45.86842105,3,10.5,0,350.3333333,1,d
286,6219,13957,68,18.53731343,1,37.21428571,0,0.0,0,0.0,0,a
287,6228,13995,107,2.745283019,1,28.93939394,0,0.0,0,0.0,1,a
288,6281,42188,14,6.0,1,11.59090909,7,3.5,0,365.0,0,c
289,6301,42285,20,40.42105263,1,3.454545455,0,0.0,0,0.0,0,d
290,6309,42349,60,10.71186441,1,42.06666667,1,0.0,0,0.0,0,a
291,6311,42355,49,10.625,0,30.46341463,16,35.26666667,0,154.66666669999998,1,d
292,6312,42355,49,10.625,0,30.46341463,16,35.26666667,0,154.66666669999998,1,d
293,6313,42355,49,10.625,0,30.46341463,16,35.26666667,0,154.66666669999998,1,d
294,6352,42543,22,4.619047619,1,3.0,5,22.75,0,168.16666669999998,1,b
295,6353,42543,22,4.619047619,1,3.0,5,22.75,0,168.16666669999998,1,b
296,6388,42685,472,2.076433121,0,1.0,7,37.33333333,0,360.8333333,0,c
297,6394,42705,32,36.54838710000001,1,1.0,3,208.0,0,288.0,0,a
298,6406,42748,51,30.22,1,1.0,1,0.0,0,0.0,0,c
299,6458,42934,12,14.0,0,1.226666667,7,12.66666667,0,178.4375,1,c
300,6473,42974,212,4.900473934,0,29.64285714,0,0.0,0,0.0,0,a
301,6481,42997,12,14.27272727,1,38.07142857,0,0.0,0,0.0,0,c
302,6501,43085,35,23.88235294,1,74.23333333,0,0.0,0,0.0,0,a
303,6528,43206,20,13.42105263,0,31.94117647,3,353.5,0,83.5,1,b
304,6541,43273,113,4.008928571,0,136.2,8,52.28571429,1,389.75,0,d
305,6601,43584,19,9.722222222000001,0,3.4375,3,55.5,0,315.2,0,b
306,6649,43705,336,0.37611940299999996,0,79.4375,4,73.66666667,0,134.5,0,d
307,6660,43739,89,10.14772727,1,35.0,19,53.83333333,1,333.0,1,b
308,6664,43761,65,8.578125,0,131.1927273,14,16.61538462,1,156.875,1,d
309,6665,43761,65,8.578125,0,131.1927273,14,16.61538462,1,156.875,1,d
310,6666,43761,65,8.578125,0,131.1927273,14,16.61538462,1,156.875,1,d
311,6728,4031,32,31.74193548,1,47.375,5,184.25,0,266.5,0,c
312,6747,4132,27,4.346153846,1,15.12345679,1,0.0,0,42.0,1,d
313,6748,4132,27,4.346153846,1,15.12345679,1,0.0,0,42.0,1,d
314,6760,4184,33,6.28125,0,36.35483871,0,0.0,0,0.0,0,c
315,6764,4192,104,9.902912621,0,9.44,0,0.0,0,0.0,0,a
316,6765,4193,17,20.0625,1,1.0,1,0.0,0,482.0,1,c
317,6834,4517,58,6.561403509,1,14.15789474,24,24.39130435,0,111.0,1,d
318,6855,4606,67,11.77272727,1,17.52941176,1,0.0,0,57.0,1,d
319,6893,4796,14,35.38461538,0,1.0,1,0.0,0,0.0,0,a
320,6904,4831,40,26.69230769,1,1.0,4,123.66666670000001,0,270.8888889,1,c
321,6921,4897,29,29.14285714,1,22.64705882,1,0.0,0,0.0,1,b
322,6935,4983,36,12.51428571,1,1.0,0,0.0,0,0.0,0,d
323,6939,5004,42,12.48780488,1,35.11111111,0,0.0,0,0.0,0,b
324,6964,5096,128,8.811023622,1,10.0,1,0.0,0,0.0,0,d
325,6985,5169,11,29.7,1,35.72222222,0,0.0,0,0.0,0,b
326,6986,5170,74,23.91780822,1,115.07692309999999,4,143.33333330000002,0,604.0,0,b
327,6991,5196,12,56.72727273,1,41.30208333,0,0.0,0,0.0,1,d
328,6995,5215,50,17.46938776,0,378.776699,0,0.0,0,0.0,1,c
329,6998,5227,56,25.34545455,0,46.76923077,6,201.8,1,231.7777778,1,c
330,7034,5406,13,47.83333333,1,108.8095238,1,0.0,0,0.0,0,a
331,7038,5422,136,9.911111111,0,21.0,4,328.3333333,0,135.0,0,d
332,7067,5548,155,5.181818182,1,1.0,3,23.5,0,134.5,0,d
333,7079,5611,73,8.736111111,0,1.0,3,151.5,0,403.6666667,0,d
334,7089,5657,13,77.41666667,1,26.60869565,1,0.0,0,0.0,0,d
335,7111,5782,65,11.890625,1,1.0,3,5.0,0,622.0,0,c
336,7114,5791,45,6.477272727000001,1,1.0,24,61.30434783,0,173.75,1,d
337,7123,5827,23,23.40909091,1,13.26086957,0,0.0,0,0.0,1,d
338,7124,5827,23,23.40909091,1,13.26086957,0,0.0,0,0.0,1,d
339,7125,5827,23,23.40909091,1,13.26086957,0,0.0,0,0.0,1,d
340,7165,5985,19,21.33333333,0,21.36842105,14,28.23076923,1,102.81818179999999,1,d
341,7166,5985,19,21.33333333,0,21.36842105,14,28.23076923,1,102.81818179999999,1,d
342,7229,1215,14,24.0,1,16.63636364,4,91.0,0,371.6666667,1,b
343,7233,1233,29,24.46428571,1,1.5875,0,0.0,0,0.0,0,d
