,user_id,postingFrequency,postingInterval,generalMoreFreq,generalWordCount,healthPostingFrequency,healthPostingInterval,healthMoreFreq,healthWordCount,mentionMethods
145,22601,36,7.371428571,1,55.76,3,50,0,224,0
146,22606,128,12.93700787,0,1,4,482.3333333,0,90.5,0
147,22608,58,26.36842105,1,45.29166667,0,0,0,0,1
148,22610,42,18.56097561,1,1,1,0,0,0,0
149,22620,39,6.657894737,1,73.20289855,0,0,0,0,1
150,22621,38,31.91891892,0,42.46666667,0,0,0,0,0
151,22622,71,20.28571429,0,10.36363636,8,168.8571429,0,191,1
152,22623,59,10.25862069,0,43.5,3,26,0,231,1
153,22625,29,40.46428571,1,24.9,1,0,0,0,0
154,22627,198,6.050761421,0,32.5,5,227,0,332,1
155,22648,20,43,1,20.39285714,0,0,0,0,0
156,22649,43,22.88095238,0,86.16666667,0,0,0,0,0
157,22651,873,0.574541284,0,14.53448276,10,93.66666667,0,144,0
158,22654,22,82.95238095,1,16.3125,1,0,0,0,0
159,22657,19,34.16666667,1,20.31818182,0,0,0,0,0
160,22660,174,3.786127168,1,22.125,3,234,0,336.6666667,0
161,22667,67,9.560606061,1,8.299401198,31,30.36666667,1,328.5,1
162,22667,67,9.560606061,1,8.299401198,31,30.36666667,1,328.5,1
163,22668,11,33.8,1,2.333333333,0,0,0,0,0
164,22670,13,101.4166667,0,6.986842105,3,195,0,277,1
165,22672,77,11.22368421,0,33.33333333,1,0,0,0,0
166,22677,97,25.23958333,0,86.91666667,5,179.5,0,627,0
167,22680,125,12.55645161,0,1,4,275.6666667,0,1072,0
168,22685,16,37.33333333,1,33.69879518,1,0,0,0,0
169,22697,73,9.777777778,0,76.1,1,0,0,0,1
170,22701,378,5.389920424,0,1,13,199.1666667,0,504.6929134,0
171,22703,17,31.3125,1,2.782608696,0,0,0,0,0
172,22708,23,59.90909091,1,27.40869565,1,0,0,0,0
173,22711,155,18.14935065,0,1,0,0,0,0,0
174,22718,663,2.120845921,0,51.30769231,25,66.5,0,65.5,1
175,22720,324,1.888544892,1,76.91044776,12,56.90909091,1,155,0
176,22724,27,8.769230769,1,1,11,14.7,0,508.3396226,1
177,22724,27,8.769230769,1,1,11,14.7,0,508.3396226,1
178,22724,27,8.769230769,1,1,11,14.7,0,508.3396226,1
179,22730,40,20.20512821,0,15.95238095,22,39.04761905,0,200.6666667,0
180,22731,21,9.8,1,148.029703,1,0,0,0,0
181,22733,126,5.76,0,10.63157895,1,0,0,0,1
182,22746,14,17.53846154,1,1,3,145,0,64,0
183,22753,12,47.36363636,1,4.663043478,3,160.5,0,266,0
184,22759,610,3.891625616,0,10.1,6,240.2,1,703.75,0
185,22761,535,1.460674157,0,13.61904762,9,58.25,1,141.5,1
186,22763,237,3.639830508,1,51.1875,11,72.9,1,328.5,0
187,22772,1031,0.984466019,0,62.07142857,9,152.875,1,641.5,1
188,22780,259,2.364341085,0,31.38392857,3,276.5,0,155,0
189,22783,87,15.53488372,1,1,5,213.5,0,41.5,1
190,22789,21,50.3,0,1,4,229.6666667,0,519.5,1
191,22791,429,1.869158879,0,1,22,9.571428571,0,124.3333333,0
192,22794,14,43.23076923,1,13.02272727,3,40.5,0,697.5,1
193,22798,58,27.77192982,1,50,0,0,0,0,0
194,22801,20,87.05263158,1,82.68181818,1,0,0,0,0
195,22803,34,19.15151515,0,33.14285714,5,12.25,0,83.16666667,0
196,22811,182,1.756906077,1,56.53571429,6,39.4,1,141.6666667,0
197,22823,278,4.429602888,0,1,3,260,0,287.5,0
198,22838,24,2.086956522,1,13.26666667,4,141.6666667,0,679,1
199,22849,11,56,1,14.6,1,0,0,0,1
200,22868,151,7.273333333,1,24.62068966,6,186.4,1,404.4,0
201,22882,22,68.38095238,1,8.566666667,1,0,0,0,0
202,22883,16,7.133333333,1,39.10810811,0,0,0,0,0
203,22891,21,29.65,0,1,1,0,0,0,0
204,22901,26,63.04,1,23.81707317,1,0,0,0,0
205,22908,176,5.045714286,1,1,0,0,0,0,0
206,22910,14,20.07692308,1,85.5,7,42.5,1,124.5,1
207,22912,367,4.942622951,0,11.75,3,155,0,94.25,0
208,22913,98,23.30927835,0,1,8,104.8571429,1,291,0
209,22914,41,33.85,1,2.488372093,1,0,0,0,1
210,22915,148,6.897959184,1,12.20833333,5,100.75,0,303.75,0
211,22916,29,5.464285714,1,301.6666667,3,142.5,0,90,0
212,22917,49,3.083333333,1,22.51612903,26,9.68,0,77.5,0
213,22919,18,38.35294118,0,45.15,5,138.5,0,677,0
214,22920,25,25.33333333,1,39.625,3,341.5,0,459.0833333,0
215,22925,69,1.602941176,1,56.31707317,3,200.5,0,105.5,1
216,22927,367,3.027322404,0,94.71428571,4,112.6666667,0,311,0
217,22929,42,18.6097561,0,1,9,67.25,1,867.5,1
218,22931,23,75.72727273,1,25.01086957,1,0,0,2389,0
219,22936,99,9.785714286,0,6.944444444,1,0,0,294,0
220,22937,63,16.51612903,0,85.44927536,5,82,0,245.25,0
221,22943,18,7,1,17.35714286,0,0,0,0,0
222,22955,165,5.457317073,0,4.363636364,4,319.6666667,0,723,0
223,22959,324,4.176470588,0,20.27272727,1,0,0,0,0
224,22961,14,129.9230769,1,86.20833333,1,0,0,0,0
225,22962,47,27.82608696,0,2.136246787,4,548.3333333,0,135,1
226,22975,87,3.744186047,1,4.105263158,9,44.75,1,230,1
227,22979,14,15.07692308,0,25.5,1,0,0,0,1
228,22987,11,107.8,0,14.95,0,0,0,0,0
229,22990,27,59.65384615,0,45.25,0,0,0,0,1
230,22994,86,12.28235294,0,1,1,0,0,0,1
231,23011,82,13.44444444,1,62.88888889,3,283.5,0,70,0
232,23013,352,2.846153846,0,52.80909091,3,560,0,371,0
233,23015,18,23.41176471,1,48.94871795,0,0,0,0,1
234,23020,12,76,1,30.34375,0,0,0,0,0
235,23022,4031,0.54044665,0,1,5,207.25,0,314,0
236,23029,161,9.475,1,4.5,5,237.25,0,380,0
237,23032,29,9.892857143,1,1,1,0,0,0,0
238,23033,26,54.16,0,30.70967742,1,0,0,0,1
239,23034,82,14.48148148,0,1,4,140.6666667,0,1122,0
240,23035,11,71.6,1,1,5,86.5,0,54.71428571,0
241,23049,321,6.828125,0,1,13,188.6666667,0,44.5,0
242,23051,22,30.9047619,1,54.4375,0,0,0,0,0
243,23054,162,6.111801242,0,79.73684211,1,0,0,0,0
244,23062,34,31.57575758,0,1.112903226,1,0,0,0,1
245,23066,19,30.72222222,0,36.45454545,1,0,0,0,0
246,23070,102,33.46534653,0,9.625,0,0,0,0,0
247,23074,28,40.11111111,0,4.130434783,1,0,0,0,1
248,23075,20,14.68421053,1,2.923076923,0,0,0,0,0
249,23082,90,7.247191011,0,1,13,20.25,1,280,1
250,23082,90,7.247191011,0,1,13,20.25,1,280,1
251,23083,18,28.58823529,1,60.2,3,155.5,0,96.66666667,0
252,23091,142,8.65248227,1,42,5,187.5,0,373,1
253,23095,55,9.611111111,1,40.0625,0,0,0,0,0
254,23100,13,87.66666667,1,1,0,0,0,0,0
255,23106,38,17.08108108,1,20.9047619,7,61.33333333,1,227.6666667,0
256,23120,26,16.28,1,74,4,74.66666667,0,558,1
257,23122,60,14.66101695,1,1,0,0,0,0,0
258,23123,236,4.608510638,0,3.628571429,0,0,0,0,0
259,23125,36,17.17142857,1,1,13,56.75,1,840.5,1
260,23125,36,17.17142857,1,1,13,56.75,1,840.5,1
261,23128,14,67.38461538,1,1,0,0,0,0,1
262,23132,203,2.163366337,0,1,1,0,0,0,0
263,23138,439,1.162100457,0,18.69811321,0,0,0,0,0
264,23145,145,15.46527778,1,28.1875,1,0,0,0,0
265,23149,37,20.80555556,0,49.5625,1,0,0,0,0
266,23167,21,65.9,0,44.78,7,32.83333333,1,305.5,0
267,23168,393,2.415816327,0,30.7,1,0,0,0,0
268,23176,14,12.30769231,1,1,0,0,0,0,0
269,23187,29,2.071428571,0,31.61111111,0,0,0,0,0
270,23190,20,4.105263158,1,22.33962264,1,0,0,279,0
271,23196,74,10.68493151,0,5.08,0,0,0,0,0
272,23201,18,10.94117647,0,44.8,5,34.25,0,83,1
273,23208,12,21.27272727,1,5.333333333,3,8.5,0,181,1
274,23211,91,12.96666667,0,8.142857143,18,59.17647059,0,128,1
275,23215,87,13.97674419,0,396.8095238,9,94.25,1,167,0
276,23221,961,2.279166667,0,127.25,4,392.3333333,0,33.5,0
277,23223,36,33.88571429,1,1,8,133.7142857,1,1291.25,0
278,23225,37,25.25,0,25.60869565,7,107.8333333,1,401.5,1
279,23233,24,48.60869565,0,20.4,5,214.75,0,350.5,0
280,23236,28,19.96296296,0,1,3,149,0,89,0
281,23256,42,22.82926829,0,69.69565217,5,216.5,0,132.3846154,1
282,23258,200,10.55276382,1,14.48148148,9,226.875,0,212.5,0
283,23259,199,4.03030303,0,1,6,178.6,1,178.6,0
284,23270,84,14.1686747,0,83.86764706,7,127.5,0,145.5,0
285,23279,95,1.14893617,1,60.04761905,3,271.5,0,199,0
286,23292,74,8.383561644,1,22.96774194,7,65.16666667,1,276.3333333,1
287,23305,154,2.326797386,0,32.25,17,29.75,0,110,0
288,23306,16,34.86666667,1,3.533333333,4,79.33333333,0,1087,1
289,23308,642,2.499219969,0,83.35714286,25,32.25,1,363.5,1
290,23314,16,40.6,1,26.30769231,0,0,0,0,0
291,23324,98,2.93814433,0,1,0,0,0,0,0
292,23327,12,66.54545455,1,7.234693878,0,0,0,0,0
293,23337,83,7.853658537,0,76.27272727,11,18.8,1,163.6,0
294,23352,67,3.166666667,1,1.5,6,31.4,1,71.5,0
295,23357,25,16,0,19,1,0,0,0,0
296,23363,70,5.463768116,0,25.21428571,1,0,0,0,0
297,23369,82,10,0,10.87301587,6,72.8,1,953,1
298,23370,41,20.45,1,1.662337662,1,0,0,0,1
299,23376,14,61.76923077,1,11.28947368,0,0,0,0,0
300,23377,56,15.18181818,1,11.85714286,8,52.85714286,1,82,0
301,23381,47,7.739130435,0,13.27272727,4,0,0,211.5,1
302,23382,48,18.40425532,0,33.07272727,6,127.2,1,236.5,0
303,23384,119,2.13559322,1,71.7,10,51.11111111,1,370,1
304,23386,131,4.407692308,0,20.21428571,22,26.14285714,0,218.1818182,0
305,23389,304,1.785478548,0,142.7222222,4,58.33333333,0,45.5,0
306,23397,27,18.23076923,1,2.316455696,10,47.66666667,1,750,1
307,23405,38,32.54054054,0,39.625,3,10,0,308,1
308,23407,234,1.635193133,0,3.827586207,17,21.6875,1,318,1
309,23408,373,2.938172043,0,25.125,5,220.75,0,266,1
310,23411,11,154.7,1,4.3,6,310.2,1,324,1
311,23414,26,12.12,0,196,3,291,0,276.6666667,1
312,23415,52,7.235294118,0,75.47058824,7,52.66666667,1,275.2,1
313,23426,48,24.78723404,0,4.538461538,0,0,0,0,0
314,23429,113,13.53571429,1,26.5,1,0,0,0,0
315,23430,98,7.144329897,1,42.75,1,0,0,0,0
316,23433,173,8.110465116,1,6.448,7,154,1,1202.8,0
317,23438,38,5.243243243,1,23.86111111,6,157.6,1,888.5,0
318,23446,74,19.02739726,0,53.46153846,1,0,0,0,0
319,23462,73,16.01388889,1,85.44736842,1,0,0,0,0
320,23463,139,13.64492754,1,33.69090909,5,419.25,0,1405.5,0
321,23464,277,2.463768116,1,44.71428571,18,88.58823529,0,472.6666667,0
322,23465,285,6.264084507,0,1,4,340.3333333,0,262,0
323,23475,13,41.91666667,1,85.35802469,0,0,0,0,1
324,23492,13,74.66666667,0,3.636363636,0,0,0,0,0
325,23496,144,23.67832168,0,6.175,0,0,0,0,0
326,23497,34,45.42424242,1,29.83333333,0,0,0,0,0
327,23498,83,11.75609756,0,4.326530612,3,508.5,0,309.2727273,0
328,23501,111,16.04545455,1,11.06666667,5,128,0,75.5,0
329,23518,36,19.25714286,1,6.235294118,3,248,0,353.875,0
330,23534,21,68.1,1,43.90909091,5,117.25,0,187.6666667,0
331,23535,190,16.37566138,0,23.45454545,3,602,0,839,0
332,23536,62,18.13114754,1,6.384615385,1,0,0,0,0
333,23542,44,12.23255814,1,16.63157895,4,392.6666667,0,715.625,0
334,23543,69,12.89705882,0,1.135294118,3,37,0,168,0
335,23560,42,31.56097561,1,18,0,0,0,0,1
336,23567,60,6,0,94,4,78.33333333,0,462.5,1
337,23575,16,38.66666667,0,121,5,108,0,293,0
338,23576,50,7.081632653,0,11.64705882,3,69,0,555.5,0
339,23577,46,18.73333333,1,1,0,0,0,0,0
340,23580,108,7.355140187,1,48.95454545,30,25.17241379,0,2604,0
341,23581,33,20.53125,1,37.90322581,1,0,0,0,1
342,23583,36,10.88571429,0,209.3076923,13,27.58333333,0,271,0
343,23587,15,42,1,17.70588235,4,42.33333333,0,230.3333333,1
344,23589,37,31.16666667,1,120.1,1,0,0,0,0
345,23591,11,28.2,1,1,1,0,0,0,0
346,23593,25,52.875,1,1,4,270,0,174.5,1
347,23593,25,52.875,1,1,4,270,0,174.5,1
348,23593,25,52.875,1,1,4,270,0,174.5,1
349,23599,17,18.375,0,3.869565217,1,0,0,0,0
350,23601,38,28.64864865,1,1,1,0,0,0,0
351,23602,32,38.70967742,1,1,0,0,0,0,0
352,23603,25,14.875,0,5.552238806,1,0,0,0,1
353,23630,16,12,0,14.42857143,0,0,0,0,0
354,23632,71,14.8,0,100.2307692,4,138.6666667,0,155.625,1
355,23639,116,8.547826087,0,42.36363636,21,51.8,1,445.5,0
356,23641,18,10.76470588,1,1,0,0,0,0,0
357,23646,26,20.4,1,1.276315789,1,0,0,0,0
358,23647,25,11.66666667,1,4.411428571,1,0,0,0,1
359,23654,479,5.313807531,0,49.8,4,330.6666667,0,181.6666667,0
360,23657,12,100,1,1,1,0,0,0,0
361,23661,18,59.41176471,0,14.34615385,1,0,0,0,0
362,23662,108,6.168224299,0,129.5384615,12,83.27272727,1,354,0
363,23674,20,6.421052632,0,27.58333333,1,0,0,0,1
364,23678,2356,0.308704883,0,38.81578947,7,176.5,0,64,0
365,23680,94,15.24731183,1,65.6,4,266,0,94.5,0
366,23682,321,3.6875,0,67.35294118,21,71.5,0,120.6666667,0
367,23683,43,29.54761905,1,125.3636364,0,0,0,0,1
368,23688,37,30.38888889,1,6.727272727,1,0,0,0,0
369,23694,13,70.58333333,1,77.52380952,4,351,0,491.6666667,0
370,23695,43,16.16666667,0,98.0326087,4,95,0,143.5,0
371,23714,14,67.84615385,0,6.555555556,0,0,0,0,0
372,23717,38,20.54054054,0,16.45454545,0,0,0,0,1
373,23718,17,67.5,1,140.2093023,5,260.25,0,193.5,1
374,23719,39,24.57894737,1,1.909090909,0,0,0,0,0
375,23731,15,30.28571429,1,1,6,96.2,1,209.2,0
376,23732,132,10.22137405,0,67.14705882,8,127.2857143,1,149,1
377,23744,107,9.811320755,0,34.15789474,17,60.5,0,122.5,0
378,23745,241,1.354166667,0,35.95454545,5,96,0,382.5,0
379,23751,89,9.227272727,1,1,0,0,0,0,0
380,23766,18,63.11764706,1,36.5915493,0,0,0,0,0
381,23767,83,24.23170732,1,1,12,174.8181818,1,593.5,1
382,23767,83,24.23170732,1,1,12,174.8181818,1,593.5,1
383,23770,95,3.234042553,0,23.47028424,1,0,0,0,0
384,23773,46,4.333333333,1,16.1,7,73.16666667,0,337.75,1
385,23774,96,3.863157895,0,57.52941176,3,5,0,90.5,1
386,23777,106,23.54285714,1,4.487179487,1,0,0,0,0
387,23778,199,6.378787879,0,33.36363636,6,253.2,1,69,0
388,23781,22,15.42857143,1,1,5,196.5,0,188.5,1
389,23785,76,9.066666667,0,100.6363636,0,0,0,0,1
390,23786,13,9.25,1,9.928571429,1,0,0,0,1
391,23791,43,27.61904762,0,59.61538462,4,62.33333333,0,550.3333333,0
392,23793,21,3,1,25,1,0,0,0,0
393,23805,204,12.16256158,0,88.38461538,0,0,0,0,0
394,23809,269,3.130597015,0,8.928571429,1,0,0,0,0
395,23813,11,79.4,1,143.3846154,0,0,0,0,0
396,23824,82,15.28395062,0,178.6818182,4,6,0,125.5,0
397,23829,33,15.1875,1,37.76470588,6,19.4,1,192.5,0
398,23831,22,63.04761905,1,11.0462963,0,0,0,0,0
399,23833,38,17.97297297,0,40.78571429,11,54.2,0,531.75,1
400,23842,24,28.04347826,1,1.818181818,0,0,0,0,0
401,23849,87,9.755813953,0,18.5,17,42.75,0,501.1428571,0
402,23854,26,9.48,1,1,6,64.4,1,80.83333333,1
403,23860,18,15.52941176,1,1.941176471,0,0,0,0,0
404,23863,22,13.71428571,0,25.75,3,68,0,291.75,1
405,23872,88,7.862068966,1,1,1,0,0,0,0
406,23878,15,29.14285714,1,47.8487395,0,0,0,0,0
407,23879,60,11.33898305,0,56.25,0,0,0,0,0
408,23880,57,10.42857143,1,1,6,120.8,1,331.375,0
409,23889,23,18.45454545,1,9.481481481,1,0,0,0,0
410,23890,41,34.725,1,87.92857143,12,92.45454545,1,78.5,0
411,23895,311,3.34516129,1,1,4,177.3333333,0,45,0
412,23902,29,38.64285714,1,91.04545455,13,102.4166667,1,775.5,1
413,23913,106,8.857142857,0,122.3958333,11,80.8,1,72.5,0
414,23915,27,3.576923077,0,138.375,1,0,0,0,0
415,23916,13,96.66666667,1,51.16666667,0,0,0,0,0
416,23923,158,3.687898089,0,21.67647059,1,0,0,0,1
417,23924,102,4.207920792,0,1,7,93.33333333,1,36,0
418,23934,28,11.11111111,0,68.84,6,25.2,1,79,0
419,23937,155,11.38311688,0,29.075,7,288.5,1,226.4285714,0
420,23942,14,8.846153846,0,14.125,1,0,0,0,0
421,23946,31,16.63333333,0,8.91025641,4,13.33333333,0,336.5,0
422,23951,96,10.75789474,0,1,5,105.75,0,130,0
423,23953,110,1.788990826,1,11.89285714,12,45,0,221,0
424,23959,67,13.95454545,0,20,5,39.25,0,118,0
425,23962,276,6.949090909,0,62.90909091,23,87.68181818,1,97,0
426,23964,29,57.21428571,1,14.94736842,4,95.33333333,0,182.4285714,1
427,23966,11,107.1,0,45.95,3,69.5,0,142,0
428,23972,885,2.033936652,0,25.33333333,1,0,0,0,0
429,23974,34,18.93939394,0,1,4,60.66666667,0,392.3333333,1
430,23976,48,28.80851064,1,1,3,164,0,389,0
431,23981,11,62.6,1,32.45652174,5,108.5,0,254,0
432,23983,29,36.82142857,1,161.375,4,177.3333333,0,42.5,0
433,23988,12,96.54545455,0,14.19444444,3,136,0,472.6,1
434,23996,27,40.30769231,0,1.033333333,0,0,0,0,0
435,26007,58,20.43859649,1,1,3,92,0,229.6666667,1
436,26012,332,3.226586103,0,56.53846154,16,52.86666667,1,308.5,1
