,postingFrequency,postingInterval,generalMoreFreq,healthPostingFrequency,healthWordCount,SWFrequency,SWPostingInterval,SWWordCount,fin_body,drug_body,rela_body,motivations,mclust,WC_liwc,Analytic_liwc,Clout_liwc,Authentic_liwc,ppron_liwc,i_liwc,you_liwc,shehe_liwc,they_liwc,article_liwc,auxverb_liwc,adverb_liwc,negate_liwc,adj_liwc,interrog_liwc,number_liwc,quant_liwc,affect_liwc,posemo_liwc,negemo_liwc,anx_liwc,anger_liwc,sad_liwc,family_liwc,friend_liwc,female_liwc,male_liwc,insight_liwc,cause_liwc,discrep_liwc,certain_liwc,see_liwc,bio_liwc,body_liwc,health_liwc,drives_liwc,affiliation_liwc,achieve_liwc,reward_liwc,risk_liwc,focuspresent_liwc,relativ_liwc,motion_liwc,space_liwc,time_liwc,leisure_liwc,money_liwc,swear_liwc,netspeak_liwc,filler_liwc,AllPunc_liwc,Comma_liwc,SemiC_liwc,Quote_liwc,Apostro_liwc,Parenth_liwc,OtherP_liwc,shame_empath,emotional_empath,fear_empath,hate_empath,joy_empath,love_empath,nervousness_empath,optimism_empath,pain_empath,positive_emotion_empath,suffering_empath,banking_empath,health_empath,friends_empath,help_empath,Unnamed: 0_y,almost,alon,although,alway,ani,anyth,bad,best,black,bodi,build,call,cannot,chest,come,consid,consum,cri,damn,day,dead,deal,death,debt,depress,die,disappoint,divorc,due,earli,earth,end,everi,everyon,everyth,extrem,facebook,fact,feel,fill,get,go,good,got,guilt,hard,hate,head,hit,home,honestli,hope,horribl,idea,instead,job,keep,know,left,life,like,lost,lot,love,make,mayb,medic,medicin,miss,money,move,much,music,noth,occas,one,past,pay,place,plan,pull,put,rant,readi,realli,reason,right,shit,singl,sister,small,start,student,suicid,therapist,thi,thing,thought,throat,time,told,tri,trust,understand,veri,wa,want,way,went,whi,work,would,year,user_id
87,21,47.35,1,1,60.0,1,0.0,0.0,0,1,1,4,5,265.0,27.06,12.88,97.16,13.58,10.94,0.38,1.13,1.13,3.02,11.7,7.17,3.77,3.77,3.02,0.75,3.77,4.53,2.64,1.89,0.38,0.0,0.75,1.51,0.75,1.13,1.51,5.66,1.51,0.75,2.26,0.38,2.64,0.38,1.89,5.66,1.51,1.89,0.38,1.13,18.49,13.21,2.64,6.79,4.15,1.13,0.0,0.0,0.0,0.0,10.94,1.13,0.0,0.0,3.77,0.0,0.0,0.019011406844106463,0.0,0.0076045627376425855,0.0038022813688212928,0.0038022813688212928,0.019011406844106463,0.02281368821292776,0.0038022813688212928,0.02281368821292776,0.02281368821292776,0.01140684410646388,0.0,0.01140684410646388,0.01140684410646388,0.0038022813688212928,334.0,0.0,0.0,0.0,0.06244799395810069,0.11134667229684256,0.114600031797087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13058917575380294,0.0,0.0,0.0,0.0,0.0519179138335063,0.0,0.0,0.0812710006169953,0.0,0.057984609534229486,0.0,0.0,0.0,0.0,0.0,0.0,0.11176728497510856,0.0,0.0,0.0,0.0,0.0,0.0,0.210841621511434,0.0,0.0,0.04176648615922196,0.0,0.0,0.0,0.0,0.0,0.0797181515022731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1181724932892242,0.0,0.08795089687844695,0.1632763180537884,0.0,0.0,0.0,0.09879731663766407,0.0,0.0,0.11258443194477867,0.0,0.0,0.0,0.052916080288111664,0.0,0.12163487573564633,0.0,0.04656139102407054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04916137982436231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09875357894929164,0.035187913387953816,0.048311877864432064,0.0,0.0,0.0,0.0,0.0508766041983137,0.0,0.08032666959816531,0.0,0.043054001183450805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8759
88,40,47.230769230769205,1,0,0.0,1,0.0,0.0,0,0,0,0,2,1.0,92.84,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8821
89,47,12.695652173913,1,7,375.0,5,97.75,281.0,1,1,1,5,4,60.0,21.947499999999998,11.695,66.495,10.8275,9.415,0.9375,0.0,0.475,4.444999999999999,11.9025,5.244999999999999,8.46,7.260000000000001,0.2225,4.865,1.9449999999999998,15.615,3.7625,11.8525,0.45999999999999996,6.545,4.13,0.0,0.0,0.0,0.0,1.3525,1.115,0.6975,3.655,0.6975,7.452500000000001,0.67,1.93,2.2925,0.0,1.145,0.4475,0.0,15.6325,8.2525,2.6325000000000003,3.7749999999999995,2.0825,1.145,0.6975,4.615,0.2375,0.0,22.6825,3.9275,0.0,0.8925,4.39,0.0,0.0,0.0024509803921568627,0.0024509803921568627,0.0023148148148148147,0.01911764705882353,0.0,0.0,0.0023148148148148147,0.0046296296296296285,0.0023148148148148147,0.006944444444444444,0.004901960784313725,0.0,0.0,0.0,0.0,337.5,0.0,0.11783295655114345,0.0,0.0,0.0,0.02325227681247859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024801656882249223,0.0,0.03623879240055304,0.0,0.0,0.0,0.0,0.016345420826582243,0.03289085276878667,0.0,0.0,0.0,0.0,0.0863000584107836,0.03234952899475682,0.0,0.0,0.0,0.0,0.0,0.03394078463199422,0.0,0.0,0.0,0.0,0.0,0.0,0.01656433285739056,0.0,0.0,0.0,0.020045915509488144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08493198808619372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03852386657807348,0.0,0.0,0.0,0.02835458426539075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01343105440144854,0.01960490132190322,0.0,0.0,0.017745497711032527,0.0,0.01941935093492772,0.0,0.0,0.0,0.0164335016322087,0.015738363076218932,0.021785747347393632,0.0,0.0,0.0,0.0,0.0,8874
90,14,71.0,1,4,78.8,1,0.0,0.0,0,1,1,4,5,126.0,26.33,15.1,98.49,11.11,7.14,0.0,0.0,0.79,5.56,8.73,11.11,2.38,7.94,0.79,1.59,1.59,2.38,0.0,2.38,0.0,1.59,0.0,0.0,0.79,0.0,0.0,2.38,1.59,4.76,0.0,0.79,1.59,0.0,0.0,7.14,3.97,0.0,0.79,1.59,15.08,21.43,6.35,5.56,11.11,0.79,0.0,1.59,0.0,0.0,11.11,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.008,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07490704217488227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14062705816273352,0.0,0.0,0.0,0.0,0.1832540912470624,0.0,0.0,0.0,0.35237323825185274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13357552080340312,0.0,0.10054108594467473,0.0,0.0,0.0,0.0,0.0,0.11365386136588485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06298890884096832,0.0,0.07032005763472036,0.06527278574427471,0.0,0.0,0.0,0.07899217912147041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07445517479805848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15722550583784708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05626812654125045,0.07725433523580058,0.0,0.0,0.1486861538784564,0.0,0.0,0.0,0.0,0.0,0.1376931879982912,0.18605400106674894,0.0,0.0,0.0,0.0,0.07367762704813764,0.0,8907
91,11,39.3,1,1,0.0,1,0.0,0.0,0,0,0,1,2,97.0,38.08,95.04,7.53,17.53,3.09,0.0,13.4,1.03,4.12,10.31,4.12,2.06,0.0,1.03,1.03,0.0,1.03,1.03,0.0,0.0,0.0,0.0,2.06,0.0,0.0,14.43,0.0,1.03,1.03,2.06,1.03,4.12,1.03,3.09,8.25,4.12,2.06,0.0,1.03,16.49,21.65,3.09,9.28,9.28,2.06,0.0,0.0,0.0,0.0,7.22,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.020618556701030927,0.0,0.0,0.010309278350515464,0.010309278350515464,0.010309278350515464,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1902662443742688,0.0,0.0,0.0,0.0,0.06977649290664675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11873983801390706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07346685939507934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10160365192817657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1699923234348542,0.0,0.0,0.0,0.14385491739608572,0.06479328751058856,0.0,0.0,0.0,0.0,0.0,0.08457337760170909,8961
92,42,28.414634146341502,1,4,420.5,1,0.0,0.0,1,1,1,4,5,133.0,13.27,12.96,93.46,16.54,15.79,0.0,0.0,0.75,2.26,10.53,6.77,2.26,4.51,3.01,0.0,3.01,6.77,3.76,3.01,0.0,0.0,1.5,0.0,0.0,0.0,0.0,5.26,1.5,5.26,2.26,1.5,3.76,0.0,3.01,4.51,1.5,0.75,0.0,0.75,15.79,8.27,0.75,4.51,3.01,0.0,0.75,0.0,0.0,0.0,12.78,3.76,0.0,0.0,2.26,0.0,0.0,0.022900763358778626,0.015267175572519085,0.0076335877862595426,0.0,0.0,0.015267175572519085,0.0076335877862595426,0.015267175572519085,0.022900763358778626,0.015267175572519085,0.015267175572519085,0.0076335877862595426,0.0076335877862595426,0.0076335877862595426,0.0076335877862595426,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1881107630584839,0.0,0.0,0.0,0.0,0.0911957225743712,0.0,0.0,0.09676376018273523,0.0,0.0,0.0,0.06881388959844376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07176290981462294,0.06661207618810021,0.0,0.0,0.09616796355818097,0.0,0.0,0.0,0.0,0.0,0.0,0.11805507854679867,0.25905899988995035,0.0,0.0,0.0,0.0,0.0,0.15590129062636998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08560374944122233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0830248078948828,0.0,0.0,0.10842220086306084,0.07025921312335813,0.0,0.093142015633003,0.0,0.0,0.0,0.07518937104227175,0.0,8967
93,17,43.1875,0,1,0.0,5,29.75,211.333333333333,1,1,1,5,4,44.25,26.992499999999996,23.085,74.0675,11.7225,8.45,2.0825,0.0,0.7925,5.175,13.31,15.432500000000001,4.02,3.9175,3.0075000000000003,0.0,4.7125,7.380000000000001,3.9175,3.465,0.52,0.4625,1.0425,0.0,0.0,0.0,0.0,1.505,0.9175,0.8600000000000001,0.9175,0.0,2.635,0.0,2.2375,5.125,0.7925,0.925,1.9675,1.0425,18.75,11.6875,1.3800000000000001,2.05,8.2575,2.545,1.7874999999999999,0.0,4.1675,0.0,30.9775,10.74,0.0,4.1675,6.902500000000001,0.0,0.4625,0.010416666666666666,0.005208333333333333,0.005208333333333333,0.005208333333333333,0.0,0.0,0.0,0.005208333333333333,0.010416666666666666,0.0183531746031746,0.010416666666666666,0.01377217553688142,0.0,0.003968253968253968,0.0,344.5,0.0,0.0,0.0,0.0,0.0,0.0,0.040293337906914424,0.0,0.0,0.0,0.0,0.0,0.08411719787251332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03430901255626558,0.0,0.0,0.0,0.0,0.0,0.03544192937259813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04966357610307593,0.02500814136954302,0.03808334455384995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05720229110011965,0.0,0.0,0.0,0.07433033673133507,0.0,0.0,0.026330781746032265,0.024440871256331667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05018209554968494,0.0,0.08612816309538704,0.0,0.0,0.0,0.0,0.04620303023336673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08001687419879085,0.039681478655001635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0257790551021127,0.04712017631548447,0.0,0.0,0.0,0.03655566628039038,0.0,0.0,9079
94,27,42.4230769230769,1,6,138.5,1,0.0,0.0,1,1,1,5,3,26.0,32.33,1.0,99.0,11.54,11.54,0.0,0.0,0.0,3.85,11.54,7.69,7.69,7.69,0.0,0.0,0.0,3.85,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,3.85,0.0,0.0,0.0,7.69,7.69,0.0,7.69,0.0,0.0,0.0,3.85,15.38,19.23,7.69,3.85,7.69,0.0,0.0,0.0,0.0,0.0,38.46,0.0,0.0,0.0,11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11470012244674425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10226761161032356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9174
95,21,5.0,0,1,0.0,1,0.0,165.0,1,1,1,5,3,110.0,31.44,50.0,55.41,9.09,4.55,0.91,2.73,0.0,3.64,9.09,7.27,4.55,9.09,2.73,0.0,1.82,10.0,2.73,7.27,0.0,1.82,0.91,0.0,0.0,0.91,2.73,1.82,4.55,2.73,0.0,0.91,0.91,0.0,0.0,9.09,3.64,0.0,0.0,2.73,17.27,17.27,3.64,8.18,5.45,0.0,0.0,0.91,0.91,0.0,14.55,3.64,0.0,0.0,3.64,1.82,0.91,0.01834862385321101,0.009174311926605505,0.0,0.009174311926605505,0.0,0.027522935779816515,0.009174311926605505,0.009174311926605505,0.027522935779816515,0.009174311926605505,0.01834862385321101,0.0,0.0,0.01834862385321101,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10457463596101152,0.0,0.0,0.0,0.0,0.0,0.07279479030673675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06552890865937278,0.0,0.0,0.06490445854406858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061212728170783014,0.0,0.0,0.0,0.0,0.0,0.09157717630459952,0.15352946660461742,0.0,0.0,0.0,0.0,0.0,0.0,0.08223075137997979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1580432085971809,0.0,0.0,0.0,0.0,0.0,0.15015178734856474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06690523651701939,0.12053839532437485,0.0,0.0,0.0,0.0,0.0,0.0,9212
96,36,7.71428571428571,1,4,416.5,1,0.0,373.0,1,1,1,5,3,75.0,1.63,25.24,52.22,17.33,13.33,1.33,0.0,0.0,2.67,17.33,8.0,5.33,4.0,2.67,4.0,4.0,6.67,4.0,2.67,1.33,0.0,0.0,1.33,0.0,0.0,0.0,5.33,2.67,4.0,4.0,0.0,1.33,0.0,1.33,16.0,8.0,1.33,6.67,1.33,22.67,4.0,1.33,2.67,0.0,1.33,0.0,0.0,0.0,0.0,20.0,5.33,0.0,0.0,8.0,0.0,1.33,0.013333333333333334,0.013333333333333334,0.0,0.0,0.013333333333333334,0.013333333333333334,0.02666666666666667,0.0,0.013333333333333334,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09668411075117213,0.0,0.2770609908087229,0.09576277076029137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09031583633735472,0.0,0.10082750969072228,0.09359054384394873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12132671268647625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12027400921510915,0.0,0.0,0.0,0.1313782602188503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2112834347711797,0.0,9398
97,297,1.875,0,0,0.0,1,0.0,149.0,0,0,0,0,2,37.0,62.04,99.0,4.5,8.11,2.7,2.7,2.7,0.0,5.41,8.11,5.41,2.7,8.11,0.0,0.0,10.81,5.41,2.7,0.0,0.0,0.0,0.0,0.0,10.81,0.0,10.81,2.7,5.41,2.7,0.0,0.0,0.0,0.0,0.0,10.81,10.81,0.0,0.0,0.0,10.81,8.11,2.7,2.7,0.0,0.0,2.7,0.0,0.0,0.0,16.22,2.7,0.0,0.0,2.7,0.0,5.41,0.0,0.0,0.0,0.0,0.0,0.027027027027027032,0.0,0.0,0.0,0.0,0.0,0.027027027027027032,0.0,0.0,0.054054054054054064,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10644963075076716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15019548458606466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17936583761239433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9583
98,46,21.2222222222222,0,3,260.1,1,0.0,115.0,1,1,1,5,4,154.0,1.0,25.8,96.4,19.48,14.94,1.3,3.25,0.0,1.95,16.23,9.74,1.95,3.25,1.95,1.3,2.6,9.74,5.84,3.25,1.3,0.0,0.65,0.0,1.3,3.25,1.3,1.95,0.65,1.3,3.25,0.0,0.65,0.0,0.0,7.14,3.25,1.95,1.3,0.65,17.53,15.58,2.6,6.49,6.49,0.0,0.0,0.0,0.0,0.0,26.62,4.55,0.0,1.3,9.09,0.0,0.0,0.006711409395973154,0.006711409395973154,0.006711409395973154,0.0,0.0,0.013422818791946308,0.006711409395973154,0.006711409395973154,0.006711409395973154,0.013422818791946308,0.0,0.0,0.0,0.020134228187919462,0.0,351.0,0.0,0.0,0.0,0.0974318002466146,0.08686193139070353,0.089399888600113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09046799641486546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0657913167380762,0.0,0.0,0.06516436603549906,0.0992347638991476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1063788259559791,0.0,0.0,0.0,0.0,0.0,0.06145785226517295,0.0,0.0,0.0,0.0,0.0,0.09194389370274954,0.07707213482310543,0.12167165329698933,0.0,0.0,0.0,0.0,0.0,0.0825600413669705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15340386248784793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16368740166612356,0.0,0.10980086087667064,0.0,0.0,0.0,0.07253603727292689,0.10581816990595437,0.0,0.0,0.0,0.0,0.13434631209892814,0.0,0.08905085714370561,0.0,0.0,0.0,0.07188676231565189,0.0,9605
99,14,38.8461538461538,1,1,0.0,1,0.0,145.0,1,1,1,5,3,301.0,38.51,33.29,83.78,15.95,11.3,0.0,1.66,2.99,6.98,10.63,4.65,1.66,3.65,3.65,1.0,1.0,5.65,1.33,4.32,0.0,2.99,0.66,0.0,1.33,0.33,2.33,1.33,4.65,1.66,0.33,0.0,4.98,1.33,2.99,5.98,1.0,0.66,1.33,0.0,10.96,15.95,1.33,6.64,8.97,0.66,1.66,1.33,0.0,0.0,15.28,1.66,0.0,0.0,6.31,1.99,0.33,0.0,0.0,0.0,0.0033783783783783786,0.0,0.0,0.0,0.0,0.0033783783783783786,0.010135135135135136,0.0,0.0,0.0,0.006756756756756757,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.04420551529759476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04005335946590212,0.0,0.0,0.0,0.0,0.0,0.04420551529759476,0.0,0.0,0.0,0.0,0.0,0.04311281897797329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03107470963907228,0.03222178936402698,0.0,0.1455182959087803,0.0,0.0,0.05178216307383318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10633797548504308,0.09723432507090453,0.03038903147427398,0.0,0.03392594798124822,0.0,0.055643731898803984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04764194626512549,0.10781129251205236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027146586596342826,0.03727139377715193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06643014938451614,0.059841232352053325,0.0,0.0,0.0,0.0,0.0355458090720159,0.1562191188102548,9658
100,126,11.744000000000002,0,0,0.0,1,0.0,22.0,1,1,1,4,5,320.0,7.23,96.71,6.43,20.0,6.25,1.88,8.44,0.31,4.06,11.56,8.75,1.88,5.62,0.94,1.25,1.56,8.44,6.25,2.19,0.0,0.62,0.62,3.75,1.25,9.38,0.94,2.19,1.25,1.56,2.19,0.94,1.56,0.31,0.31,10.31,7.5,0.94,1.56,0.0,10.31,10.31,1.56,5.0,4.06,2.5,0.0,0.31,0.62,0.31,25.0,4.06,0.0,2.5,5.0,0.0,3.12,0.0,0.0032573289902280127,0.0,0.0,0.0,0.0032573289902280127,0.0,0.0065146579804560255,0.0,0.02931596091205212,0.0,0.0,0.0,0.026058631921824102,0.0065146579804560255,353.0,0.0,0.0,0.0,0.10120959093521338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037960059930310174,0.0,0.05291153574715672,0.0,0.0,0.0,0.0,0.12621520296130848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052654717016901546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05095042518176051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06777730839413794,0.0,0.05584828729021348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0477544489945384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042880599522924834,0.0,0.0,0.0,0.037731070609590016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0398379741803454,0.0,0.0,0.056622067609226126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05702912286098421,0.0,0.046433126207095166,0.0,0.0,0.10992113111516358,0.041227907997644656,0.0,0.0,0.0,0.2791108294575411,0.03142838032183491,0.0,0.0,0.0,0.0,0.0,0.0,9787
