user_id,postingFrequency,postingInterval,generalMoreFreq,generalWordCount,healthPostingFrequency,healthPostingInterval,healthMoreFreq,healthWordCount,mentionMethods,SWFrequency,SWPostingInterval,SWFreq,SWWordCount,fin_body,drug_body,mental_body,rela_body,suicide_body,hopeless_body,motivations,family_senti,partner_senti,self_senti,mclust,sentiment
22411,36,38.714285714285715,0,66.83333333333333,3,64.5,0,61,1,3,6.5,0,412,1,1,1,1,1,0,5,-0.2,0,0,1,64.152
22829,88,19.942528735632184,1,73.41584158415841,4,340.6666666666667,0,495.58181818181816,0,1,0,0,0,1,1,1,1,1,1,5,0.5,0.166666666666667,-0.5,4,83
23390,13,57.916666666666664,1,197.04545454545453,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2,-3,-1,3,71.392
24261,123,15.057377049180328,1,44.13574660633484,1,0,0,0,0,1,0,0,379,0,1,0,0,0,0,1,0,0,0,5,108.032
25040,995,0.6408450704225352,0,40.56578947368421,5,200,1,142.8,1,3,107,0,85.5,1,1,1,1,1,0,5,-0.133333333333333,0,-0.133333333333333,4,988.664
25347,59,14.431034482758621,1,20.5,3,51,0,153.5,1,4,159,0,174,1,1,1,1,1,0,5,0.2,0,0.2,4,69.416
27604,17,76.4375,1,74.91666666666667,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,-1.5,0,0,3,68.264
27624,26,42.88,0,435.9230769230769,15,12.428571428571429,1,385.25,1,8,14.285714285714286,0,272.3333333333333,1,1,1,1,1,1,5,-0.473684210526316,0.0526315789473684,-0.631578947368421,4,65.352
28148,32,23.322580645161292,1,9.631578947368421,16,69.46666666666667,0,247,0,3,57.5,0,111.875,1,1,1,1,1,1,5,-0.166666666666667,0,0,4,66.416
28152,105,5.4326923076923075,1,24.696969696969695,3,120.5,0,213.625,0,3,180,0,47.666666666666664,0,0,1,1,0,0,2,0,0,0,3,92.648
28351,21,47.6,1,53.96774193548387,5,176.5,1,290.5,0,3,34.5,0,328,0,1,1,1,1,1,4,0.2,0,-0.4,4,66.352
29508,50,14.551020408163266,0,89.408,4,17,0,349.8,0,1,0,0,0,1,1,1,0,1,0,4,0,0,-0.125,2,66.336
29780,15,5.285714285714286,1,188.6875,4,170,0,245,1,1,0,0,241,0,1,1,1,1,0,4,0.111111111111111,-0.888888888888889,0,2,69.368
29993,23,32.72727272727273,0,51.53846153846154,8,19.857142857142858,1,373.25,1,6,39,1,181,1,1,1,1,1,1,5,0.15,0.05,-0.2,4,66.72
30014,32,29.096774193548388,1,183.05,7,162.33333333333334,0,377.5,1,1,0,0,143,1,1,1,1,1,0,5,-0.125,0,-0.5,1,64.104
30226,48,24.404255319148938,1,180.55555555555554,1,0,0,0,0,1,0,0,49,1,0,1,1,0,0,3,0.2,0,0,2,66.032
30606,222,6.294117647058823,1,44.125,3,947.5,0,151,0,1,0,0,83,1,1,1,1,1,0,5,-0.25,0,-0.75,1,192.84
31051,138,5.744525547445256,0,63.8,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,4,0,0,0,2,117.504
31156,33,30.9375,1,17.681818181818183,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,3,64.224
31178,18,63,0,35.875,0,0,0,0,0,1,0,0,156,0,0,0,0,0,0,0,0,0,0,5,67.496
31217,176,7.674285714285714,1,41.6,5,141.75,1,186,0,3,242.5,0,140,1,1,1,1,1,0,5,-0.0833333333333333,0,0.0833333333333333,4,145.712
31476,31,37.6,1,59.266666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64.456
31528,25,33.5,0,16.875,3,178,0,640,0,1,0,0,89,1,1,0,1,1,0,4,-0.5,0,0,2,65.696
32828,86,6.764705882352941,0,170.546875,3,168.5,0,143.5,0,3,121.5,0,112,1,1,1,1,1,1,5,-0.5,0,0,4,82.336
33167,18,8.470588235294118,1,35.71931589537223,0,0,0,0,0,1,0,0,86,1,0,0,1,1,0,3,-0.2,0,0,2,67.872
33276,44,35.74418604651163,0,91.88461538461539,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66.256
33573,27,12.384615384615385,1,30.959183673469386,0,0,0,0,0,3,45.5,0,165.5,0,1,0,0,0,1,1,0,0,0,5,64.472
34411,35,26.647058823529413,1,312.375,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,-1,0,0,3,64.488
35048,85,2.142857142857143,0,171.77083333333334,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,5,0.5,0,0,4,80.576
35114,64,21.07936507936508,0,231.12,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,5,-0.666666666666667,0,-1,4,71.152
35428,81,13.1,0,42.85142857142857,1,0,0,0,0,3,64.5,0,207.25,1,1,1,1,0,0,4,1,-1,-0.5,2,79.048
35429,12,45.63636363636363,1,76.62007168458781,6,52.2,1,513.5,1,1,0,0,0,1,1,1,1,1,0,5,-0.4,0,-0.8,1,71.112
35898,43,7.261904761904762,0,117.29230769230769,6,48.6,1,143.66666666666666,0,1,0,0,0,1,1,1,1,1,0,5,0.0666666666666667,-0.0666666666666667,-0.133333333333333,1,65.632
35972,97,17.5,1,47.166666666666664,8,233.42857142857142,0,252.33333333333334,0,1,0,0,0,1,1,1,1,0,0,4,0.3,0,0.2,2,89.472
36393,50,1.8979591836734695,1,44.19047619047619,3,59,0,84,0,3,63.5,0,92.5,0,1,1,0,1,0,3,0,0,0,2,66.448
36402,36,9.228571428571428,0,62.5,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,3,64.736
37536,22,8.619047619047619,1,132.3181818181818,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,4,-0.05,-0.05,0,2,66.616
37682,53,21.826923076923077,1,22.01923076923077,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2,-1,0,-1,3,67.32
37948,11,39.6,1,39.8,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,5,0,-1.5,0.5,4,71.832
39498,39,35.18421052631579,0,229.04545454545453,0,0,0,0,1,3,27,0,44,1,1,0,1,1,0,4,0,0,-0.5,2,64.888
39685,31,32.9,1,137.14285714285714,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,0.5,0,-0.5,2,64.504
41458,41,41.225,1,53.53846153846154,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,3,0.25,0,0.25,2,65.448
41517,23,42.31818181818182,1,30.973684210526315,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,66.176
41946,66,15.815384615384616,1,99.92105263157895,13,86.25,0,635.5,1,4,113.33333333333333,0,216,1,1,1,1,1,0,5,-0.5,0,-0.5,4,73.192
41983,28,20.444444444444443,1,84.97222222222223,3,48,0,917,0,1,0,0,92,0,0,1,0,0,0,1,-0.8,0,0,3,64.832
42155,65,12.828125,1,136.25806451612902,7,122.66666666666667,0,108.5,0,1,0,0,198,1,1,1,1,1,0,5,0,0,0,1,73.328
42279,18,31.176470588235293,0,68.37142857142857,3,103.5,0,386.75,0,1,0,0,0,0,0,1,1,0,0,2,0,-1,-1,3,68.728
42332,22,21.285714285714285,1,51.90769230769231,3,16.5,0,144,0,1,0,0,0,1,0,1,1,1,0,4,0,0,0,2,67.432
42350,126,8.936,1,82.9475982532751,8,98.57142857142857,1,511.5,1,3,276.5,0,185.5,1,1,1,1,1,1,5,0.125,-0.25,0,4,110.616
42402,23,43.36363636363637,0,92.50515463917526,11,88,0,207.8,1,1,0,0,0,1,1,1,1,1,1,5,-0.3,0,-0.5,4,65.056
42514,46,25.266666666666666,1,26.85,4,346.6666666666667,0,486.5,1,3,294.5,0,116.33333333333333,1,1,1,1,1,0,5,-0.0625,-0.5625,-0.1875,4,66.544
42864,13,13.583333333333334,1,24.42323651452282,6,30.2,0,362.8235294117647,1,5,132.5,0,43,1,1,1,1,1,0,5,0,0,-0.125,4,70.256
43252,17,46.75,1,46.811764705882354,0,0,0,0,0,1,0,0,16,0,1,0,0,0,0,1,0,0,0,5,68.592
43319,77,15.223684210526315,1,60.054545454545455,4,176.33333333333334,0,409,1,1,0,0,25,1,1,1,1,1,0,5,-0.333333333333333,0,0,1,77.488
43555,21,42.55,0,186.15384615384616,1,0,0,0,0,1,0,0,215,0,0,1,1,1,0,3,0,0,0,2,67.4
43801,239,7.277310924369748,0,46.11904761904762,10,109.22222222222223,1,426.2,0,1,0,0,191,1,1,1,1,1,0,5,0.230769230769231,0,0.0769230769230769,1,211.648
44227,19,80.55555555555556,1,8.106382978723405,1,0,0,0,0,1,0,0,26,0,0,0,1,0,1,1,0,0,-2,5,66.656
44759,185,2.135869565217391,0,136.75,9,85.375,0,444.6666666666667,0,1,0,0,0,1,1,1,1,1,0,5,-0.3,0,0,1,165.12
44772,24,25.47826086956522,1,19.510917030567686,3,82,0,761.75,0,1,0,0,0,1,1,1,1,1,0,5,-0.5,0.25,0,1,65.76
44876,18,7.235294117647059,1,201.62025316455697,0,0,0,0,0,1,0,0,137,1,0,0,0,0,0,1,0,0,0,3,66.92
45088,39,61.526315789473685,0,175.71428571428572,5,208.75,1,211.07692307692307,0,1,0,0,670,1,1,1,1,0,0,4,0,0,0,2,64.472
45145,35,37.85294117647059,1,41.53125,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,64.568
45551,14,70.76923076923077,1,138.0120481927711,5,93.75,1,390.6363636363636,0,1,0,0,0,1,1,1,1,1,1,5,-0.333333333333333,-0.333333333333333,-0.5,4,69.176
46091,70,16.420289855072465,0,37.75213675213675,9,112.75,1,245,0,1,0,0,9,1,1,1,1,1,0,5,-0.25,0,-0.375,1,73.936
46549,21,62.3,0,39.44957983193277,1,0,0,0,0,1,0,0,118,1,1,1,1,0,0,4,-2,0,-2,2,66.272
46729,261,11.026923076923078,0,168.08045977011494,5,401,1,383.14285714285717,0,3,8.5,0,658.5,1,1,1,1,1,0,5,-0.125,0,0,1,216.744
46849,230,5.135371179039302,0,18.589285714285715,12,107.81818181818181,0,242.66666666666666,1,1,0,0,0,1,1,1,1,1,0,5,-0.166666666666667,0,-0.0555555555555556,1,203.192
47221,84,19.265060240963855,1,98.3076923076923,18,76.82352941176471,1,207.55555555555554,0,3,68,0,256,1,1,1,1,1,1,5,-0.428571428571429,0.142857142857143,-0.142857142857143,4,84.296
47849,483,2.0560165975103732,0,55.05797101449275,12,52,1,416.75,1,9,11.375,1,388.5,1,1,1,1,1,1,5,-0.217391304347826,0,-0.130434782608696,4,434.344
48459,14,65.61538461538461,1,83.83333333333333,9,100.125,1,215.66666666666666,1,4,98.66666666666667,0,78,1,1,1,1,1,1,5,0,0,-0.230769230769231,4,69.816
49110,261,4.496153846153846,0,102.01086956521739,10,98.55555555555556,0,181.77777777777777,0,1,0,0,0,1,1,1,1,1,0,5,-0.238095238095238,0.0476190476190476,0.0476190476190476,1,231.328
49555,67,17.96969696969697,1,54.69230769230769,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,4,0,0,0,2,71.984
50962,14,48.46153846153846,1,68.5,3,597,0,145.16666666666666,0,1,0,0,737,0,0,1,1,1,0,3,0,-1.5,0,2,70.992
51058,131,7.630769230769231,0,79.53846153846153,9,119.375,1,172.63636363636363,1,1,0,0,465,1,1,1,1,1,1,5,-0.363636363636364,0,-0.0909090909090909,4,113.08
51307,20,35.1578947368421,1,41.3,0,0,0,0,0,1,0,0,28,0,0,0,1,0,0,1,-1,0,0,3,66.48
51666,133,9.287878787878787,0,33.89051094890511,3,124.5,0,196.33333333333334,1,1,0,0,0,1,1,1,1,1,0,5,0,-0.25,0.25,1,111.568
51766,37,16.36111111111111,1,285.36842105263156,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3,0.555555555555556,0,-0.222222222222222,2,64.888
